id,price,flooring,available_units,towers,construction,ownership,emi,bed,bath,parking,area,costpersqft,flat_on_floor,total_floor,lift,balcony,lattitude,longitude,project_in_acres,builder,project_name,furnish,city,location,property_type,status,extra_rooms,facing,seller,price_category,overlooking,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_mean_km,hospital_min_km,hospital_within_2km,tourist_mean_km,tourist_min_km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km
cardid69429251,1.8,vitrified,1512.0,10.0,under construction,,0.81,2.0,2.0,1.0,635.0,28346.0,,,4.0,,19.20777713,72.96747907,1.3006,raymond realty,tenx habitat raymond realty,unfurnished,thane,pokhran road,new property,under construction,,,organization,1.00 - 1.99,,1.8333333333333333,1.2,2,5.05,3.0,0,2.25,2.1,0,,,0,,,0,,,0,1.8333333333333333,3.0444444444444443,1.2,2.1,2
cardid69427147,2.37,"vitrified, wooden, ceramic tiles",810.0,6.0,under construction,,1.07,3.0,3.0,1.0,1905.0,12441.0,,,4.0,,19.08060457,73.07393855,17.0,paradise group,paradise sai world empire,unfurnished,navi mumbai,kharghar,new property,under construction,,,realestateagent,2.00 - 2.99,,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,,,0,,,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2
cardid71764335,1.8,,412.0,2.0,under construction,,0.81,2.0,2.0,1.0,623.0,28892.0,,,2.0,,19.24877774,72.86379288,1.0,n rose developers pvt. ltd.,northern hills,unfurnished,mumbai,dahisar east,new property,under construction,,,organization,1.00 - 1.99,,7.525,0.8,2,10.266666666666666,0.2,2,5.38,0.2,4,18.5,18.4,0,,,0,,,0,5.38,10.417916666666667,0.2,4.8999999999999995,8
cardid71631505,1.64,vitrified,339.0,1.0,under construction,,0.74,2.0,2.0,,702.0,23500.0,,23.0,,,19.13870425,72.85996367,1.0,avant group,avant heritage v,unfurnished,mumbai,jogeshwari east,new property,under construction,,,organization,1.00 - 1.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72558997,1.26,vitrified,174.0,1.0,under construction,,0.57,1.0,2.0,1.0,608.0,20724.0,,,3.0,,19.0553080482794,72.9228495020468,2.0,mj shah,centrionx,unfurnished,mumbai,govandi,new property,under construction,,,organization,1.00 - 1.99,,2.06,1.2,3,1.2,1.2,1,3.85,2.3,0,,,0,,,0,,,0,1.2,2.3699999999999997,1.2,1.5666666666666664,4
cardid71157137,1.23,"vitrified, wooden, ceramic tiles",35.0,1.0,,,0.56,2.0,2.0,,770.0,16003.0,,10.0,3.0,,18.98125891,73.03124307,0.7413,progressive group,progressive prive,unfurnished,navi mumbai,ulwe,new property,ready to move,,,organization,1.00 - 1.99,,5.35,3.3,0,4.4,4.4,0,7.366666666666667,4.4,0,11.200000000000001,4.8,0,,,0,,,0,4.4,7.0791666666666675,3.3,4.2250000000000005,0
cardid71393503,1.0,"mosaic, vitrified, wooden, marble",950.0,16.0,under construction,,0.45,3.0,1.0,2.0,849.0,11777.0,,,1.0,,19.00278852,73.13349188,9.0,vishesh group,balaji symphony,unfurnished,navi mumbai,panvel,new property,under construction,,,organization,1.00 - 1.99,,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1.3,1.3,1,,,0,0.45,4.619999999999999,0.4,2.2,11
cardid71830489,1.04,vitrified,107.0,1.0,under construction,,0.47,1.0,2.0,,370.0,28108.0,,13.0,2.0,,19.10880306,72.85552701,,gagangiri construction,aerovista,unfurnished,mumbai,andheri east,new property,under construction,,,organization,1.00 - 1.99,,66.35,11.2,0,,,0,6.9399999999999995,1.9,1,3.7600000000000002,0.8,4,1.4333333333333333,0.7,2,,,0,1.4333333333333333,19.620833333333334,0.7,3.65,7
cardid71954433,1.15,"vitrified, marble",1313.0,2.0,under construction,,0.52,2.0,2.0,,578.0,19896.0,,40.0,,,19.27923118,72.88752793,2.0,jp infra realty pvt ltd,the palace tower,unfurnished,thane,vinay nagar,new property,under construction,,,organization,1.00 - 1.99,,1.475,0.5,3,3.55,2.5,0,3.9,3.9,0,7.18,1.3,1,,,0,,,0,1.475,4.02625,0.5,2.0500000000000003,4
cardid71079531,1.47,vitrified,118.0,1.0,under construction,,0.66,2.0,3.0,,607.0,24217.0,,16.0,3.0,,19.07907,72.907976,0.2298,aakruti enterprises,om priyadarshani,unfurnished,mumbai,ghatkopar east,new property,under construction,,,organization,1.00 - 1.99,,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,0.55,0.5,2,,,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9
cardid70938587,1.16,vitrified,300.0,3.0,under construction,,0.52,2.0,2.0,,680.0,17081.0,,47.0,4.0,,19.08256911,73.08055798,2.2239,adhiraj constructions,adhiraj capital city tower meraki,unfurnished,navi mumbai,kharghar,new property,under construction,,,organization,1.00 - 1.99,,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,,,0,,,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2
cardid71736607,0.33,,307.0,2.0,under construction,,0.15,1.0,2.0,,362.0,9113.0,,19.0,2.0,,19.42876348,72.80897426,1.0,abhinav realtors,av pride,unfurnished,palghar,nala sopara west,new property,under construction,,,organization,0.00 - 0.99,,,,0,5.3,5.3,0,3.5500000000000003,2.7,0,31.833333333333332,25.8,0,3.6,3.6,0,0.8,0.8,1,0.8,9.016666666666666,0.8,7.639999999999999,1
cardid72167973,1.39,,168.0,1.0,under construction,,0.63,2.0,2.0,,623.0,22311.0,,20.0,2.0,,19.15608564,72.94130268,0.9998,ashapura realtors,samarth aura,semi-furnished,mumbai,bhandup west,new property,under construction,,,organization,1.00 - 1.99,,5.1000000000000005,0.4,1,6.0,1.7,1,4.4,0.9,1,8.15,6.0,0,0.7,0.7,1,,,0,0.7,4.87,0.4,1.94,4
cardid71715475,0.612,vitrified,109.0,1.0,under construction,,0.28,3.0,3.0,,840.0,7286.0,,,2.0,,19.08563233,73.11055595,2.1503,s m hitech developers,sm jewel,unfurnished,navi mumbai,taloja,new property,under construction,,,realestateagent,0.00 - 0.99,,3.9,2.8,0,3.0599999999999996,1.2,1,7.959999999999999,6.6,0,12.65,12.4,0,,,0,,,0,3.0599999999999996,6.8925,1.2,5.75,1
cardid71696137,1.76,vitrified,95.0,4.0,under construction,,0.79,2.0,2.0,1.0,637.0,27630.0,13.0,17.0,2.0,,19.08508539,72.91351664,0.6926,drushti group,drushti sapphire,unfurnished,mumbai,ghatkopar east,new property,under construction,,,realestateagent,1.00 - 1.99,,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,0.55,0.5,2,,,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9
cardid72744229,1.53,,385.0,3.0,under construction,,0.69,2.0,2.0,,594.0,25758.0,,45.0,,,19.1749536837097,72.943103519999,7.0,ashwin sheth group and emami group,sheth montana,unfurnished,mumbai,mulund west,new property,under construction,,,organization,1.00 - 1.99,,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,,,0,,,0,2.26002,4.3637612500000005,0.0001,0.62505,10
cardid71424313,1.33,,287.0,4.0,under construction,,0.6,2.0,2.0,1.0,630.0,21111.0,,20.0,,,19.14871992,72.94278085,1.0,atul projects,atul horizon,unfurnished,mumbai,bhandup,new property,under construction,,,organization,1.00 - 1.99,,0.6000000000000001,0.4,2,0.8,0.8,1,2.4666666666666663,0.6,1,2.7,0.6,2,1.3,1.3,1,,,0,0.6000000000000001,1.5733333333333333,0.4,0.74,7
cardid71990651,1.13,vitrified,501.0,4.0,under construction,,0.51,2.0,2.0,,680.0,16635.0,,47.0,,,18.97802107,73.11548427,2.0,kalpataru ltd.,kalpataru park riviera,unfurnished,navi mumbai,panvel,new property,under construction,,,organization,1.00 - 1.99,,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1.3,1.3,1,,,0,0.45,4.619999999999999,0.4,2.2,11
cardid72280591,1.0,vitrified,,3.0,under construction,,0.45,1.0,2.0,,492.0,20325.0,,38.0,,,18.91369074,73.19588896,11.0,hiranandani group,hiranandani golden willows,unfurnished,navi mumbai,panvel,new property,under construction,,,organization,1.00 - 1.99,,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1.3,1.3,1,,,0,0.45,4.619999999999999,0.4,2.2,11
cardid72561037,1.03,vitrified,50.0,1.0,under construction,,0.46,1.0,1.0,1.0,410.0,25122.0,,,,,19.25164844363007,72.86199988078452,0.2768,shantee homes,muktangan residency,semi-furnished,mumbai,dahisar east,new property,under construction,,,organization,1.00 - 1.99,,7.525,0.8,2,10.266666666666666,0.2,2,5.38,0.2,4,18.5,18.4,0,,,0,,,0,5.38,10.417916666666667,0.2,4.8999999999999995,8
cardid71061851,2.66,vitrified,298.0,5.0,under construction,,1.2,2.0,2.0,,752.0,35372.0,,15.0,,,19.0459181155422,72.8975231581492,10.0,hubtown ltd.,hubtown seasons,unfurnished,mumbai,chembur,new property,under construction,,,organization,2.00 - 2.99,,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,,,0,1.5,1.5,2,1.5,4.010833333333333,1.3,1.75,6
cardid71153661,1.13,,64.0,1.0,under construction,,0.51,1.0,2.0,,452.0,25027.0,,,2.0,,19.16430018,72.95466732,,ms keytech,om mayuresh,semi-furnished,mumbai,mulund east,new property,under construction,,,organization,1.00 - 1.99,,7.966666666666668,1.6,1,,,0,7.5,3.8,0,11.066666666666668,9.4,0,,,0,,,0,7.5,8.844444444444447,1.6,4.933333333333334,1
cardid72576717,1.18,,248.0,6.0,under construction,,0.53,1.0,2.0,,424.0,27830.0,,,,1.0,19.1303464798827,72.934955451681,0.3049,runwal group,runwal avenue,unfurnished,mumbai,kanjurmarg east,new property,under construction,,,realestateagent,1.00 - 1.99,,15.899999999999999,15.4,0,1.4,1.4,1,15.7,15.7,0,,,0,,,0,,,0,1.4,11.0,1.4,10.833333333333334,1
cardid72813831,0.985,,,,under construction,,0.44,2.0,2.0,,599.0,16444.0,,,,,19.282975,72.873618,,raj realty group,raj heritage 2,unfurnished,thane,mira road east,new property,under construction,,,realestateagent,0.00 - 0.99,,,,0,,,0,0.9,0.9,1,,,0,,,0,,,0,0.9,0.9,0.9,0.9,1
cardid72742181,0.63,,,,under construction,,0.28,1.0,2.0,,400.0,15750.0,,,,1.0,19.282975,72.873618,,shree salasar sahakar,shree ram krishna garden,unfurnished,thane,mira road east,new property,under construction,,,realestateagent,0.00 - 0.99,,,,0,,,0,0.9,0.9,1,,,0,,,0,,,0,0.9,0.9,0.9,0.9,1
cardid72916511,2.09,,601.0,3.0,under construction,,0.94,2.0,2.0,,756.0,27661.0,,,,1.0,19.2004841,72.87492736,3.0,mahindra lifespace developers ltd.,mahindra vista,unfurnished,mumbai,kandivali east,new property,under construction,,,realestateagent,2.00 - 2.99,,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,,,0,,,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5
cardid72803431,1.31,,172.0,2.0,,,0.59,2.0,2.0,,473.0,27850.0,,,,,19.015415,72.860149,25.0,ajmera realty & infra india ltd.,ajmera greenfinity,unfurnished,mumbai,wadala east,new property,ready to move,,,realestateagent,1.00 - 1.99,,1.0333333333333334,0.8,3,0.8666666666666667,0.3,3,3.9333333333333336,2.1,0,3.4,2.7,0,,,0,,,0,0.8666666666666667,2.3083333333333336,0.3,1.475,6
cardid72628879,0.6809999999999999,,,,under construction,,0.31,1.0,2.0,,432.0,15771.0,,,,2.0,19.282975,72.873618,,raj realty group,raj heritage 2,unfurnished,thane,mira road east,new property,under construction,,,realestateagent,0.00 - 0.99,,,,0,,,0,0.9,0.9,1,,,0,,,0,,,0,0.9,0.9,0.9,0.9,1
cardid72879043,3.39,,432.0,3.0,less than 5 years,,1.53,2.0,2.0,,905.0,37516.0,,,,3.0,19.1629924,72.8393019,4.0,sunteck realty ltd.,sunteck city avenue 1,unfurnished,mumbai,goregaon west,new property,ready to move,,,realestateagent,3.00 - 3.99,,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,0.3,0.1,3,,,0,0.3,4.121333333333333,0.1,2.0199999999999996,10
cardid72878211,1.68,,,,under construction,,0.76,2.0,2.0,,689.0,24383.0,,,,,19.2101312179652,72.8305011930765,,shreeji sharan group of companies,building no 18 the gateway,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,1.00 - 1.99,,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,5.86006,0.0001,4,,,0,0.0001,2.0600733333333334,0.0001,0.0001,11
cardid72729527,3.44,,147.0,3.0,less than 5 years,,1.55,2.0,2.0,,561.0,61453.0,,,,1.0,19.0327996,72.8963568,2.0,godrej properties,godrej rks,unfurnished,mumbai,chembur,new property,,,,realestateagent,3.00 - 3.99,,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,,,0,1.5,1.5,2,1.5,4.010833333333333,1.3,1.75,6
cardid72863647,0.78,,,,under construction,,0.35,1.0,2.0,,423.0,18440.0,,,,,19.2101312179652,72.8305011930765,,bhairav smile infraprojects,ocean breeze,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,0.00 - 0.99,,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,5.86006,0.0001,4,,,0,0.0001,2.0600733333333334,0.0001,0.0001,11
cardid72836975,0.24,,485.0,4.0,under construction,,0.11,1.0,1.0,,391.0,6138.0,,,,,19.7019886,72.7747325,3.0,mahindra lifespace developers ltd.,mahindra happinest palghar 2,unfurnished,palghar,palghar,new property,under construction,,,realestateagent,0.00 - 0.99,,1.0,1.0,1,,,0,,,0,,,0,,,0,,,0,1.0,1.0,1.0,1.0,1
cardid72506591,2.08,,60.0,3.0,under construction,,0.94,2.0,3.0,,745.0,27919.0,,,,1.0,19.1749536837097,72.943103519999,12.0,arkade group,arkade nest,unfurnished,mumbai,mulund west,new property,under construction,,,realestateagent,2.00 - 2.99,,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,,,0,,,0,2.26002,4.3637612500000005,0.0001,0.62505,10
cardid72470183,0.89,,,,under construction,,0.4,2.0,2.0,,530.0,16792.0,,,,3.0,19.3096844760714,72.8623193046283,,jp infra realty pvt ltd,codename starlife,unfurnished,thane,bhayandar east,new property,under construction,,,realestateagent,0.00 - 0.99,,19.75,1.6,1,13.233333333333334,0.6,2,37.3,37.3,0,37.4,33.7,0,,,0,0.6,0.6,1,0.6,21.656666666666666,0.6,14.76,4
cardid72741147,0.7,,360.0,5.0,under construction,,0.32,1.0,2.0,,509.0,13750.0,,,,3.0,19.2530390003417,72.8684258373265,3.0,darvesh group,darvesh horizon,unfurnished,mumbai,dahisar east,new property,under construction,,,realestateagent,0.00 - 0.99,,7.525,0.8,2,10.266666666666666,0.2,2,5.38,0.2,4,18.5,18.4,0,,,0,,,0,5.38,10.417916666666667,0.2,4.8999999999999995,8
cardid72863543,6.77,,450.0,2.0,under construction,,3.06,3.0,3.0,,1111.0,61000.0,,,,1.0,18.9763051806034,72.8384452613639,2.0,lodha group,lodha bellevue,unfurnished,mumbai,byculla,new property,under construction,,,realestateagent,6.00 - 6.99,,1.1800000000000002,0.5,4,0.6,0.6,1,2.7,2.5,0,4.2,1.4,1,,,0,,,0,0.6,2.17,0.5,1.25,6
cardid72594953,4.95,,284.0,5.0,less than 5 years,,2.23,3.0,2.0,,1221.0,40541.0,,,,1.0,19.04861686,72.90787005,5.0,meraki habitats llp,one meraki,unfurnished,mumbai,chembur,new property,ready to move,,,realestateagent,4.00 - 4.99,,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,,,0,1.5,1.5,2,1.5,4.010833333333333,1.3,1.75,6
cardid72534377,1.6,,728.0,4.0,under construction,,0.72,3.0,2.0,,1122.0,14260.0,,,,2.0,18.9894007,73.1175162,8.0,paradise group,sai world city,unfurnished,navi mumbai,panvel,new property,under construction,,,realestateagent,1.00 - 1.99,,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1.3,1.3,1,,,0,0.45,4.619999999999999,0.4,2.2,11
cardid72568373,1.22,,231.0,4.0,under construction,,0.55,1.0,1.0,,430.0,28372.0,,,,1.0,19.07907,72.907976,2.0,l&t realty,centrona,unfurnished,mumbai,ghatkopar east,new property,under construction,,,realestateagent,1.00 - 1.99,,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,0.55,0.5,2,,,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9
cardid72491905,1.38,vitrified,114.0,1.0,new construction,,0.62,2.0,2.0,,572.0,24126.0,,,2.0,,19.1940346300819,72.8257561606587,,dotom realty,sapphire dotom isle,unfurnished,mumbai,malad west,new property,,,,realestateagent,1.00 - 1.99,"garden/park, main road",4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,1.1,0.7,2,0.7,0.7,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7
cardid72889267,2.77,,1200.0,20.0,under construction,,1.25,4.0,4.0,,1630.0,16994.0,,,,3.0,18.9894007,73.1175162,250.0,hiranandani group,hiranandani fortune city,unfurnished,navi mumbai,panvel,new property,under construction,,,realestateagent,2.00 - 2.99,,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1.3,1.3,1,,,0,0.45,4.619999999999999,0.4,2.2,11
cardid72459371,2.81,,1000.0,11.0,under construction,,1.27,3.0,2.0,,992.0,28353.0,,,,,19.13713827,72.86249879,6.0,kalpataru ltd.,kalpataru vivant,unfurnished,mumbai,jogeshwari vikhroli link road,new property,under construction,,,realestateagent,2.00 - 2.99,,2.5,2.3,0,4.25,4.2,0,4.15,4.0,0,3.94,1.6,1,,,0,,,0,2.5,3.71,1.6,3.025,1
cardid72838261,1.67,,,,under construction,,0.75,2.0,2.0,,695.0,24029.0,,,,,19.1630920855215,72.8398088005091,,virendra hiraalal doshi,siddharth nagar goodwill chsl,unfurnished,mumbai,goregaon west,new property,under construction,,,realestateagent,1.00 - 1.99,,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,0.3,0.1,3,,,0,0.3,4.121333333333333,0.1,2.0199999999999996,10
cardid72736869,1.49,,1512.0,10.0,under construction,,0.67,2.0,2.0,,565.0,26372.0,,,,1.0,19.20777713,72.96747907,1.3006,raymond realty,tenx habitat raymond realty,unfurnished,thane,pokhran road,new property,under construction,,,realestateagent,1.00 - 1.99,,1.8333333333333333,1.2,2,5.05,3.0,0,2.25,2.1,0,,,0,,,0,,,0,1.8333333333333333,3.0444444444444443,1.2,2.1,2
cardid72780597,2.28,,160.0,1.0,under construction,,1.03,2.0,2.0,,745.0,30674.0,,,,,19.1630920855215,72.8398088005091,0.3998,silver lifespace private limited,silver serene,unfurnished,mumbai,goregaon west,new property,under construction,,,realestateagent,2.00 - 2.99,,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,0.3,0.1,3,,,0,0.3,4.121333333333333,0.1,2.0199999999999996,10
cardid72508911,0.57,,100.0,9.0,under construction,,0.26,1.0,1.0,,429.0,13287.0,,,,1.0,19.0656721198219,73.05961185164,9.0,today global,codename bellevue kharghar,unfurnished,navi mumbai,kharghar,new property,under construction,,,realestateagent,0.00 - 0.99,,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,,,0,,,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2
cardid72878761,6.41,,98.0,2.0,under construction,,2.89,4.0,4.0,,1898.0,33772.0,,,,1.0,19.07907,72.907976,,ajmera realty & infra india ltd.,ajmera eden,unfurnished,mumbai,ghatkopar east,new property,under construction,,,realestateagent,6.00 - 6.99,,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,0.55,0.5,2,,,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9
cardid72457585,2.9,,100.0,6.0,under construction,,1.31,3.0,3.0,,1225.0,23673.0,,,,3.0,19.0494545088161,73.0153394878658,68.0,raheja universal,raheja solaris,unfurnished,navi mumbai,juinagar,new property,under construction,,,realestateagent,2.00 - 2.99,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72729073,2.84,,587.0,3.0,under construction,,1.28,3.0,3.0,,1056.0,26900.0,,,,,19.17002236,72.93810568,4.0,kalpataru ltd.,kalpataru elitus,unfurnished,mumbai,mulund west,new property,under construction,,,realestateagent,2.00 - 2.99,,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,,,0,,,0,2.26002,4.3637612500000005,0.0001,0.62505,10
cardid72732061,4.84,,106.0,2.0,under construction,,2.19,3.0,3.0,,1681.0,28823.0,,,,,19.0459181155422,72.8975231581492,4.0,tridhaatu realty,tridhaatu aranya,unfurnished,mumbai,chembur,new property,under construction,,,realestateagent,4.00 - 4.99,,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,,,0,1.5,1.5,2,1.5,4.010833333333333,1.3,1.75,6
cardid72674109,1.99,,300.0,1.0,under construction,,0.9,2.0,2.0,,683.0,29136.0,,,,,19.1940346300819,72.8257561606587,4.0,ruparel realty,ruparel stardom,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,1.00 - 1.99,,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,1.1,0.7,2,0.7,0.7,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7
cardid72727949,1.99,,300.0,1.0,under construction,,0.9,2.0,2.0,,683.0,29136.0,,,,1.0,19.1940346300819,72.8257561606587,4.0,ruparel realty,ruparel stardom,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,1.00 - 1.99,,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,1.1,0.7,2,0.7,0.7,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7
cardid72692797,2.29,,260.0,1.0,under construction,,1.04,2.0,2.0,,769.0,29857.0,,,,1.0,19.2101312179652,72.8305011930765,2.0,ashwin sheth group,sheth edmont,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,2.00 - 2.99,,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,5.86006,0.0001,4,,,0,0.0001,2.0600733333333334,0.0001,0.0001,11
cardid72864913,1.2,,,,under construction,,0.54,1.0,2.0,,392.0,30612.0,,,,1.0,19.0611638862632,72.8948410560158,,roha realty,roha eva aria,unfurnished,mumbai,chembur east,new property,under construction,,,realestateagent,1.00 - 1.99,,,,0,,,0,0.95,0.7,2,,,0,,,0,,,0,0.95,0.95,0.7,0.7,2
cardid72601849,1.29,,,,under construction,,0.58,2.0,2.0,,666.0,19369.0,,,,1.0,19.2321621,72.9873688,40.0,lodha group,lodha amara,unfurnished,thane,kolshet road,new property,under construction,,,realestateagent,1.00 - 1.99,,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,,,0,,,0,1.525,1.8324999999999998,0.4,0.55,6
cardid72781529,0.85,,,,under construction,,0.38,1.0,1.0,,446.0,19058.0,,,,,19.2321621,72.9873688,40.0,lodha group,lodha amara,unfurnished,thane,kolshet road,new property,under construction,,,realestateagent,0.00 - 0.99,,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,,,0,,,0,1.525,1.8324999999999998,0.4,0.55,6
cardid72827923,1.7,,601.0,3.0,under construction,,0.77,2.0,2.0,,601.0,28286.0,,,,1.0,19.2004841,72.87492736,3.0,mahindra lifespace developers ltd.,mahindra vista,unfurnished,mumbai,kandivali east,new property,under construction,,,realestateagent,1.00 - 1.99,,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,,,0,,,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5
cardid72517465,2.71,,350.0,2.0,under construction,,1.22,2.0,2.0,,695.0,38993.0,,,,1.0,19.0388120275329,72.8419652875755,2.0,l&t realty,island cove,unfurnished,mumbai,mahim,new property,under construction,,,realestateagent,2.00 - 2.99,,2.4333333333333336,0.4,1,1.3333333333333333,0.5,2,4.65,2.1,0,4.033333333333333,3.5,0,0.8,0.8,1,,,0,0.8,2.6500000000000004,0.4,1.46,4
cardid72884147,1.49,,68.0,1.0,under construction,,0.67,2.0,2.0,,515.0,28996.0,,,,,19.1940346300819,72.8257561606587,0.6469,kabra group,kabra garnet,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,1.00 - 1.99,,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,1.1,0.7,2,0.7,0.7,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7
cardid72730183,1.59,,,,under construction,,0.72,2.0,2.0,,540.0,29444.0,,,,,19.1940346300819,72.8257561606587,,shreeji group,shreeji eternity,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,1.00 - 1.99,,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,1.1,0.7,2,0.7,0.7,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7
cardid72793591,1.44,,,,under construction,,0.65,1.0,1.0,,613.0,23491.0,,,,,19.2101312179652,72.8305011930765,,gauri land developers llp,gauri excellency nx,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,1.00 - 1.99,,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,5.86006,0.0001,4,,,0,0.0001,2.0600733333333334,0.0001,0.0001,11
cardid72664419,1.59,,,,under construction,,0.72,2.0,2.0,,540.0,29444.0,,,,2.0,19.1940346300819,72.8257561606587,,shreeji group,shreeji eternity,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,1.00 - 1.99,,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,1.1,0.7,2,0.7,0.7,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7
cardid72646787,2.36,,320.0,5.0,under construction,,1.06,2.0,2.0,,750.0,31467.0,,,,1.0,19.1749536837097,72.943103519999,6.0,l&t realty,rejuve 360,unfurnished,mumbai,mulund west,new property,under construction,,,realestateagent,2.00 - 2.99,,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,,,0,,,0,2.26002,4.3637612500000005,0.0001,0.62505,10
cardid72850233,6.58,,173.0,2.0,under construction,,2.97,3.0,3.0,,1141.0,57673.0,,,,,19.062055421515,72.8541362644682,0.2617,rustomjee,rustomjee seasons,unfurnished,mumbai,bandra east,new property,under construction,,,realestateagent,6.00 - 6.99,,0.9800000000000001,0.1,5,1.65,1.6,2,2.8400000000000003,1.2,2,2.8400000000000003,0.1,3,0.7,0.7,1,,,0,0.7,1.802,0.1,0.74,13
cardid72888831,1.43,,950.0,3.0,under construction,,0.64,1.0,2.0,,391.0,36573.0,,,,,19.16689012,72.84155685,2.0,chandak developers,34 park estate,unfurnished,mumbai,goregaon west,new property,under construction,,,realestateagent,1.00 - 1.99,,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,0.3,0.1,3,,,0,0.3,4.121333333333333,0.1,2.0199999999999996,10
