id,price,flooring,available_units,towers,construction,ownership,emi,bed,bath,parking,area,costpersqft,flat_on_floor,total_floor,lift,balcony,lattitude,longitude,project_in_acres,builder,project_name,furnish,city,location,property_type,status,extra_rooms,facing,seller,price_category,overlooking,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_mean_km,hospital_min_km,hospital_within_2km,tourist_mean_km,tourist_min_km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km
cardid72970861,1.82,marbonite,,,under construction,freehold,0.82,2.0,2.0,2.0,730.0,25000.0,,,4.0,,19.1169810025439,72.8801253056097,,hill view developers,crest oaks,unfurnished,mumbai,bhavani nagar marol,new property,under construction,store,east,realestateagent,1.00 - 1.99,"garden/park, main road, pool",0.5666666666666667,0.2,3,1.0,1.0,1,3.766666666666667,3.5,0,2.2,1.1,1,0.4,0.4,1,,,0,0.4,1.586666666666667,0.2,1.2400000000000002,6
cardid72904779,0.63,"granite, vitrified",278.0,2.0,under construction,freehold,0.28,1.0,2.0,1.0,505.0,12475.0,11.0,39.0,4.0,3.0,19.282975,72.873618,,s3 smart spaces pvt ltd,s3 skygreens,semi-furnished,thane,mira road east,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,"garden/park, main road",,,0,,,0,0.9,0.9,1,,,0,,,0,,,0,0.9,0.9,0.9,0.9,1
cardid55379179,20.35,"ceramic tiles, marble, vitrified",1200.0,3.0,under construction,leasehold,9.18,8.0,10.0,6.0,3700.0,55000.0,20.0,70.0,6.0,2.0,18.9865617867147,72.8182867539311,4.0,piramal realty,piramal mahalaxmi,semi-furnished,mumbai,mahalakshmi,new property,under construction,"puja, store, servant",north - east,realestateagent,20.00 and above,"garden/park, pool",2.1666666666666665,0.7,1,1.8,0.7,4,0.8500000000000001,0.6,2,2.02,1.1,3,,,0,,,0,0.8500000000000001,1.7091666666666665,0.6,0.775,10
cardid68545843,2.45,"granite, marbonite",174.0,2.0,under construction,freehold,1.1,2.0,2.0,1.0,620.0,39516.0,11.0,23.0,2.0,,19.062055421515,72.8541362644682,0.2525,vaibhavlaxmi builders,address 51,semi-furnished,mumbai,bandra east,new property,under construction,store,east,realestateagent,2.00 - 2.99,"garden/park, main road",0.9800000000000001,0.1,5,1.65,1.6,2,2.8400000000000003,1.2,2,2.8400000000000003,0.1,3,0.7,0.7,1,,,0,0.7,1.802,0.1,0.74,13
cardid72759401,1.17,marble,352.0,1.0,under construction,freehold,0.53,1.0,2.0,1.0,445.0,26292.0,10.0,22.0,3.0,,19.1154908,72.8726952,,starwing developers pvt. ltd.,starwing i stay,unfurnished,mumbai,andheri east,new property,under construction,none of these,north - east,realestateagent,1.00 - 1.99,,66.35,11.2,0,,,0,6.9399999999999995,1.9,1,3.7600000000000002,0.8,4,1.4333333333333333,0.7,2,,,0,1.4333333333333333,19.620833333333334,0.7,3.65,7
cardid65653113,0.9,vitrified,242.0,4.0,under construction,freehold,0.41,1.0,2.0,,400.0,22500.0,9.0,16.0,2.0,,19.153724,72.938109,0.9884,dp build homes,dp star,unfurnished,mumbai,bhandup west,new property,under construction,puja,east,realestateagent,0.00 - 0.99,"garden/park, main road",5.1000000000000005,0.4,1,6.0,1.7,1,4.4,0.9,1,8.15,6.0,0,0.7,0.7,1,,,0,0.7,4.87,0.4,1.94,4
cardid73200049,9.53,vitrified,720.0,3.0,under construction,freehold,4.3,3.0,3.0,2.0,1335.0,71386.0,32.0,68.0,4.0,,19.0158585103406,72.8295254470428,6.0,rustomjee,rustomjee crown,unfurnished,mumbai,prabhadevi,new property,under construction,puja,east,realestateagent,9.00 - 9.99,"garden/park, main road",11.833333333333334,0.5,1,16.2,16.2,0,6.3,0.2,3,10.133366666666666,0.0001,1,,,0,,,0,6.3,11.116674999999999,0.0001,4.225025,5
cardid72474037,6.5,vitrified,500.0,6.0,under construction,freehold,2.93,4.0,4.0,3.0,2033.0,31972.0,15.0,50.0,3.0,3.0,19.2050017,72.8692711,18.0,godrej properties,godrej reserve,unfurnished,mumbai,apna nagar kandivali east,new property,under construction,none of these,east,realestateagent,6.00 - 6.99,"garden/park, main road, pool",2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,,,0,,,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5
cardid72941289,0.82,ceramic tiles,118.0,1.0,under construction,freehold,0.37,1.0,2.0,,400.0,20500.0,13.0,16.0,2.0,,19.08537,72.91069,,mohite realtors,mohite marvel,unfurnished,mumbai,saibaba nagar pant nagar,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,,0.9,0.4,4,4.0,4.0,0,1.0333333333333332,0.2,2,,,0,,,0,,,0,0.9,1.9777777777777779,0.2,1.5333333333333334,6
cardid70538717,1.66,vitrified,,,under construction,freehold,0.75,2.0,2.0,1.0,637.0,26060.0,-2.0,30.0,5.0,1.0,19.07907,72.907976,,,l&t 77 crossroads,unfurnished,mumbai,ghatkopar east,new property,under construction,none of these,east,realestateagent,1.00 - 1.99,"garden/park, main road",3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,0.55,0.5,2,,,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9
cardid73178221,8.75,"marble, vitrified",,,under construction,freehold,3.95,3.0,3.0,2.0,1459.0,59973.0,11.0,17.0,3.0,3.0,19.0812559812257,72.8376604906028,,,vogue,unfurnished,mumbai,santacruz west,new property,under construction,none of these,east,realestateagent,8.00 - 8.99,,3.725,0.1,2,9.2,8.2,0,1.24,0.4,4,8.866666666666667,8.1,0,,,0,,,0,1.24,5.757916666666667,0.1,4.199999999999999,6
cardid73187957,1.5,vitrified,,,under construction,co-operative society,0.68,3.0,3.0,2.0,1000.0,15000.0,12.0,33.0,3.0,3.0,19.0656721198219,73.05961185164,,,,semi-furnished,navi mumbai,kharghar,new property,under construction,none of these,east,realestateagent,1.00 - 1.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid61490601,2.25,"granite, vitrified",836.0,6.0,under construction,freehold,1.01,3.0,3.0,1.0,898.0,25056.0,25.0,54.0,3.0,1.0,19.1749536837097,72.943103519999,36.0,the prestige group,bellanza phase 1 wing a b c at the prestige city,unfurnished,mumbai,mulund west,new property,under construction,store,west,realestateagent,2.00 - 2.99,garden/park,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,,,0,,,0,2.26002,4.3637612500000005,0.0001,0.62505,10
cardid72534273,1.48,"vitrified, granite",575.0,8.0,less than 5 years,freehold,0.67,2.0,2.0,1.0,678.0,21829.0,3.0,22.0,3.0,,19.1303464798827,72.934955451681,4.0,arkade group,arkade earth,unfurnished,mumbai,kanjurmarg east,resale,ready to move,puja,east,realestateagent,1.00 - 1.99,"garden/park, main road, pool",15.899999999999999,15.4,0,1.4,1.4,1,15.7,15.7,0,,,0,,,0,,,0,1.4,11.0,1.4,10.833333333333334,1
cardid73165701,2.15,marble,588.0,8.0,less than 5 years,freehold,0.97,2.0,2.0,1.0,671.0,32042.0,22.0,22.0,2.0,,19.1196773,72.9050809,7.0,shapoorji pallonji group,shapoorji pallonji vicinia,unfurnished,mumbai,powai,resale,ready to move,store,north,realestateagent,2.00 - 2.99,garden/park,54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,,,0,1.1,0.8,2,0.6,11.938000000000002,0.3,1.02,10
cardid63644323,1.85,,1473.0,5.0,under construction,,0.83,2.0,2.0,,692.0,26734.0,,16.0,,,19.1104892624542,72.899191014387,3.0,mahindra lifespace developers ltd.,mahindra alcove,unfurnished,mumbai,chandivali,new property,under construction,,,realestateagent,1.00 - 1.99,,3.6,3.2,0,,,0,1.4000000000000001,0.2,2,3.8,3.8,0,,,0,,,0,1.4000000000000001,2.9333333333333336,0.2,2.4,2
cardid73186581,0.59,vitrified,190.0,4.0,5 to 10 years,co-operative society,0.27,1.0,1.0,1.0,440.0,13409.0,10.0,11.0,2.0,2.0,19.260023,72.974487,1.0,aakar developers,aakar residency,unfurnished,thane,waghbil,resale,ready to move,puja,north - east,realestateagent,0.00 - 0.99,main road,2.675,2.0,2,,,0,4.04,2.0,1,4.15,1.8,1,,,0,,,0,2.675,3.6216666666666666,1.8,1.9333333333333333,4
cardid67293419,1.5,vitrified,2549.0,13.0,less than 5 years,co-operative society,0.68,2.0,2.0,1.0,853.0,17585.0,,,4.0,1.0,19.215865938964,72.9914374146644,127.0,rustomjee,rustomjee urbania,unfurnished,thane,majiwada,resale,ready to move,store,east,realestateagent,1.00 - 1.99,main road,1.92,0.2,3,0.0001,0.0001,1,1.8,1.8,1,,,0,,,0,,,0,0.0001,1.2400333333333333,0.0001,0.6667000000000001,5
cardid73006517,0.96,vitrified,,3.0,under construction,,0.43,2.0,2.0,,676.0,14201.0,,,4.0,,18.9894007,73.1175162,11.0,hiranandani group,hiranandani golden willows,unfurnished,navi mumbai,panvel,new property,under construction,,,realestateagent,0.00 - 0.99,,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1.3,1.3,1,,,0,0.45,4.619999999999999,0.4,2.2,11
cardid73229485,7.4,"marble, vitrified, wooden",258.0,2.0,new construction,leasehold,3.34,4.0,5.0,3.0,2000.0,37000.0,14.0,43.0,4.0,4.0,19.012216203088,72.8604594318626,1.0,lodha group,lodha evoq,unfurnished,mumbai,wadala east,new property,ready to move,"puja, store",west,realestateagent,7.00 - 7.99,"garden/park, main road, pool",4.3,4.3,0,3.8499999999999996,2.6,0,4.2,4.2,0,3.525,2.9,0,,,0,,,0,3.525,3.9687499999999996,2.6,3.5000000000000004,0
cardid70809941,4.75,vitrified,1200.0,5.0,under construction,freehold,2.14,3.0,3.0,1.0,1191.0,39882.0,28.0,44.0,5.0,,19.0135321429189,72.8602998056272,4.0,dosti realty,dosti eastern bay,unfurnished,mumbai,wadala east,new property,under construction,none of these,north,realestateagent,4.00 - 4.99,"garden/park, main road",1.0333333333333334,0.8,3,0.8666666666666667,0.3,3,3.9333333333333336,2.1,0,3.4,2.7,0,,,0,,,0,0.8666666666666667,2.3083333333333336,0.3,1.475,6
cardid69547757,4.52,"ceramic tiles, granite, mosaic, vitrified",250.0,4.0,under construction,freehold,2.04,3.0,3.0,2.0,1110.0,40721.0,17.0,28.0,3.0,,19.1196773,72.9050809,250.0,hiranandani group,hiranandani empress hill,semi-furnished,mumbai,powai,new property,under construction,none of these,east,realestateagent,4.00 - 4.99,"garden/park, main road",54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,,,0,1.1,0.8,2,0.6,11.938000000000002,0.3,1.02,10
cardid72592905,2.08,granite,,,under construction,co-operative society,0.94,2.0,2.0,1.0,680.0,30676.0,17.0,23.0,2.0,,19.233531951904297,72.83919525146484,,,,unfurnished,mumbai,borivali west,new property,under construction,none of these,west,realestateagent,2.00 - 2.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid67571113,14.3,granite,469.0,6.0,under construction,freehold,6.45,4.0,3.0,2.0,2160.0,66204.0,38.0,75.0,4.0,3.0,19.0036486667054,72.8175254882335,17.0,lodha group,lodha adrina,unfurnished,mumbai,worli,new property,under construction,"study, store",east,realestateagent,10.00 - 14.99,garden/park,1.0,0.6,2,1.75,1.6,2,1.46,0.4,4,21.7,21.7,0,1.1,1.1,1,,,0,1.0,5.402,0.4,5.08,9
cardid72322885,22.99,vitrified,400.0,1.0,new construction,freehold,10.37,5.0,5.0,5.0,3070.0,74919.0,56.0,78.0,5.0,,19.0036486667054,72.8175254882335,17.0,lodha group,trump tower,semi-furnished,mumbai,b wing worli,resale,ready to move,"puja, study, store, servant",west,realestateagent,20.00 and above,"garden/park, pool",1.0,0.6,2,1.75,1.6,2,1.46,0.4,4,21.7,21.7,0,1.1,1.1,1,,,0,1.0,5.402,0.4,5.08,9
cardid72720517,1.8,,180.0,2.0,5 to 10 years,,0.81,2.0,2.0,,713.0,25245.0,1.0,11.0,,,19.1248233333333,72.9214416666667,1.0,ghp corporation,sun city mercury,semi-furnished,mumbai,powai,resale,ready to move,,east,realestateagent,1.00 - 1.99,,54.14000000000001,0.3,3,2.6,2.6,0,0.6,0.4,3,1.25,1.0,2,,,0,1.1,0.8,2,0.6,11.938000000000002,0.3,1.02,10
cardid70670105,2.19,vitrified,78.0,1.0,new construction,co-operative society,0.99,2.0,2.0,1.0,635.0,34488.0,11.0,14.0,3.0,,19.1184266,72.8958535,1.0,nahar group,nahar olivia,unfurnished,mumbai,chandivali,resale,ready to move,store,east,realestateagent,2.00 - 2.99,"garden/park, main road",3.6,3.2,0,,,0,1.4000000000000001,0.2,2,3.8,3.8,0,,,0,,,0,1.4000000000000001,2.9333333333333336,0.2,2.4,2
cardid71952735,1.83,vitrified,768.0,4.0,under construction,leasehold,0.83,3.0,3.0,2.0,1138.0,16081.0,14.0,48.0,4.0,2.0,19.0473216,73.0699046,6.0,ravechi lifespaces llp,shreeji divine,unfurnished,navi mumbai,kharghar,new property,under construction,none of these,north - east,realestateagent,1.00 - 1.99,main road,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,,,0,,,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2
cardid54946707,3.65,vitrified,100.0,1.0,5 to 10 years,co-operative society,1.65,3.0,3.0,,1250.0,29200.0,10.0,26.0,,4.0,19.1590077,72.8692711,1.0,satellite builders pvt. ltd.,satellite tower goregaon east,semi-furnished,mumbai,goregaon east,new property,ready to move,"store, study, servant, puja",east,realestateagent,3.00 - 3.99,main road,5.050000000000001,4.7,0,,,0,4.25,0.8,1,4.0600000000000005,2.4,0,0.8,0.8,1,,,0,0.8,3.5400000000000005,0.8,2.1750000000000003,2
cardid72033581,1.8,vitrified,100.0,6.0,under construction,freehold,0.81,2.0,3.0,1.0,745.0,24161.0,15.0,28.0,4.0,2.0,19.0494545088161,73.0153394878658,68.0,raheja universal,raheja solaris,unfurnished,navi mumbai,juinagar,new property,under construction,none of these,north - east,realestateagent,1.00 - 1.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid73084571,0.45,vitrified,1200.0,12.0,under construction,freehold,0.2,1.0,2.0,1.0,474.0,9494.0,10.0,32.0,4.0,1.0,19.074076996436,73.1181841544665,27.0,paradise group,sai sun city,unfurnished,navi mumbai,taloja,new property,under construction,none of these,north - east,realestateagent,0.00 - 0.99,"garden/park, main road, pool",3.9,2.8,0,3.0599999999999996,1.2,1,7.959999999999999,6.6,0,12.65,12.4,0,,,0,,,0,3.0599999999999996,6.8925,1.2,5.75,1
cardid72898167,0.55,"ceramic tiles, granite, vitrified",84.0,3.0,under construction,freehold,0.25,1.0,2.0,1.0,430.0,12791.0,10.0,20.0,3.0,2.0,19.2692017640962,72.9703926869083,1.0,ace group and squarefeet group,metropolis thane,unfurnished,thane,kasarvadavali,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,garden/park,1.48,0.3,4,0.4,0.3,2,0.6,0.6,1,1.0,1.0,1,,,0,,,0,0.4,0.87,0.3,0.55,8
cardid69843683,2.12,vitrified,65.0,1.0,under construction,freehold,0.96,3.0,3.0,1.0,821.0,25822.0,5.0,15.0,2.0,,19.0611638862632,72.8948410560158,,nirvaana construction co.,nirvaana pearl,unfurnished,mumbai,chembur east,new property,under construction,,west,realestateagent,2.00 - 2.99,main road,,,0,,,0,0.95,0.7,2,,,0,,,0,,,0,0.95,0.95,0.7,0.7,2
cardid73153065,1.6,vitrified,,,5 to 10 years,freehold,0.72,2.0,2.0,2.0,700.0,22857.0,7.0,12.0,2.0,2.0,19.191280364990234,72.96859741210938,,,,semi-furnished,thane,thane west,resale,ready to move,,east,realestateagent,1.00 - 1.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid67673357,12.95,,1200.0,3.0,under construction,leasehold,5.84,4.0,4.0,,1850.0,70000.0,43.0,48.0,,1.0,18.9865617867147,72.8182867539311,4.0,piramal realty,piramal mahalaxmi,semi-furnished,mumbai,mahalakshmi,new property,under construction,"puja, store, study, servant",south -west,realestateagent,10.00 - 14.99,"garden/park, main road, pool",2.1666666666666665,0.7,1,1.8,0.7,4,0.8500000000000001,0.6,2,2.02,1.1,3,,,0,,,0,0.8500000000000001,1.7091666666666665,0.6,0.775,10
cardid72416853,0.68,"mosaic, vitrified, wooden",237.0,1.0,under construction,freehold,0.31,1.0,2.0,,315.0,21587.0,8.0,23.0,,1.0,19.135330778145,72.8584643173496,2.0,avant group,avant heritage,unfurnished,mumbai,jogeshwari east,new property,under construction,,east,realestateagent,0.00 - 0.99,"garden/park, main road, pool",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid70828215,1.22,vitrified,248.0,6.0,under construction,freehold,0.55,2.0,1.0,1.0,454.0,26872.0,5.0,54.0,4.0,,19.1303464798827,72.934955451681,0.3049,runwal group,runwal avenue,unfurnished,mumbai,kanjurmarg east,new property,under construction,none of these,north - east,realestateagent,1.00 - 1.99,"garden/park, main road, pool",15.899999999999999,15.4,0,1.4,1.4,1,15.7,15.7,0,,,0,,,0,,,0,1.4,11.0,1.4,10.833333333333334,1
cardid73187255,3.53,"granite, vitrified",,,under construction,freehold,1.59,3.0,4.0,2.0,1350.0,26173.0,15.0,20.0,3.0,1.0,19.1749536837097,72.943103519999,,pinal realty,pramukh krupa,unfurnished,mumbai,mulund west,new property,under construction,none of these,east,realestateagent,3.00 - 3.99,main road,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,,,0,,,0,2.26002,4.3637612500000005,0.0001,0.62505,10
cardid69277761,4.4,"vitrified, wooden",1296.0,7.0,5 to 10 years,freehold,1.98,3.0,2.0,1.0,863.0,50985.0,,,5.0,2.0,19.1154908,72.8726952,8.0,oberoi realty ltd.,oberoi splendor,semi-furnished,mumbai,andheri east,resale,ready to move,study,north - east,realestateagent,4.00 - 4.99,main road,66.35,11.2,0,,,0,6.9399999999999995,1.9,1,3.7600000000000002,0.8,4,1.4333333333333333,0.7,2,,,0,1.4333333333333333,19.620833333333334,0.7,3.65,7
cardid72985673,1.26,"ceramic tiles, granite, normal tiles/kotah stone, vitrified, wooden",580.0,3.0,under construction,freehold,0.57,2.0,2.0,1.0,603.0,20896.0,15.0,40.0,4.0,2.0,19.1806070927668,72.8585292392486,2.7713,right channel construction pvt. ltd.,tower 28,unfurnished,mumbai,malad east,new property,under construction,none of these,east,realestateagent,1.00 - 1.99,"garden/park, main road, pool",1.9333333333333333,0.9,2,,,0,1.1,0.6,5,2.6399999999999997,0.8,2,2.7,0.9,3,0.9,0.9,2,0.9,1.8546666666666667,0.6,0.82,14
cardid72358385,0.94,"ceramic tiles, marble, vitrified",,,under construction,co-operative society,0.42,2.0,2.0,1.0,627.0,14992.0,4.0,7.0,1.0,2.0,18.99454144,73.10029238,,,,semi-furnished,navi mumbai,sai nagar panvel,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,"garden/park, main road",,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid72824587,0.675,"granite, vitrified",76.0,1.0,under construction,freehold,0.3,1.0,2.0,1.0,486.0,13892.0,5.0,19.0,3.0,,19.282975,72.873618,,kanungo group,kanungo beaumonde,unfurnished,thane,beverly park,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,main road,,,0,,,0,0.9,0.9,1,,,0,,,0,,,0,0.9,0.9,0.9,0.9,1
cardid71615477,1.23,vitrified,37.0,1.0,under construction,co-operative society,0.56,2.0,2.0,1.0,766.0,16181.0,1.0,1.0,2.0,1.0,19.0619819768776,73.0649071366763,0.4942,platinum group,platinum park syde,unfurnished,navi mumbai,kharghar,new property,under construction,none of these,west,realestateagent,1.00 - 1.99,"garden/park, main road",3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,,,0,,,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2
cardid71521369,4.9,vitrified,274.0,2.0,under construction,freehold,2.21,3.0,3.0,2.0,1173.0,41773.0,5.0,37.0,4.0,1.0,19.2050017,72.8692711,2.0,viceroy properties,viceroy savana,unfurnished,mumbai,kandivali east,new property,under construction,none of these,north - east,realestateagent,4.00 - 4.99,"garden/park, main road, pool",2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,,,0,,,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5
cardid72876141,6.5,vitrified,,,under construction,freehold,2.93,3.0,3.0,2.0,1106.0,58770.0,48.0,48.0,4.0,1.0,19.0200667964879,72.8380779661804,,,suraj palette,semi-furnished,mumbai,dadar west,new property,under construction,"puja, study, store",east,realestateagent,6.00 - 6.99,"garden/park, main road, pool",4.3,0.3,4,,,0,0.26,0.1,5,0.1,0.1,1,0.75,0.1,2,,,0,0.1,1.3524999999999998,0.1,0.15,12
cardid67075723,0.68,"ceramic tiles, granite, marbonite, normal tiles/kotah stone, vitrified",113.0,1.0,under construction,freehold,0.31,2.0,2.0,1.0,510.0,13333.0,12.0,16.0,2.0,3.0,19.0412647,73.0948909,0.4324,parth developers,parth utopia,unfurnished,navi mumbai,roadpali,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,"garden/park, main road",1.45,0.2,3,2.9,2.9,0,4.966666666666667,3.3,0,11.1,2.2,0,,,0,,,0,1.45,5.104166666666666,0.2,2.1500000000000004,3
cardid73227143,1.5,"granite, vitrified",1512.0,10.0,under construction,freehold,0.68,2.0,2.0,1.0,670.0,22500.0,34.0,42.0,6.0,,19.20777713,72.96747907,1.3006,raymond realty,tenx habitat raymond realty,unfurnished,thane,pokhran road,new property,under construction,none of these,north - east,realestateagent,1.00 - 1.99,garden/park,1.8333333333333333,1.2,2,5.05,3.0,0,2.25,2.1,0,,,0,,,0,,,0,1.8333333333333333,3.0444444444444443,1.2,2.1,2
cardid72285069,0.6,vitrified,350.0,3.0,under construction,freehold,0.27,2.0,2.0,2.0,695.0,8633.0,10.0,19.0,2.0,4.0,19.1570750781642,73.0619285368407,4.0,shivnath developers,shivnath habitat,unfurnished,thane,shilphata,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,"garden/park, main road",,,0,,,0,7.1,4.2,0,,,0,,,0,,,0,7.1,7.1,4.2,4.2,0
cardid62586983,1.05,vitrified,328.0,1.0,under construction,freehold,0.47,1.0,1.0,1.0,409.0,25672.0,21.0,35.0,6.0,,19.1629924,72.8393019,,,passcode big deal,unfurnished,mumbai,goregaon west,new property,under construction,none of these,east,realestateagent,1.00 - 1.99,"garden/park, main road",4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,0.3,0.1,3,,,0,0.3,4.121333333333333,0.1,2.0199999999999996,10
cardid54526309,4.76,marble,,,,freehold,2.15,2.0,2.0,1.0,905.0,52597.0,11.0,40.0,4.0,1.0,19.0200667964879,72.8380779661804,,,suraj palette,unfurnished,mumbai,dadar west,new property,ready to move,none of these,north - east,realestateagent,4.00 - 4.99,garden/park,4.3,0.3,4,,,0,0.26,0.1,5,0.1,0.1,1,0.75,0.1,2,,,0,0.1,1.3524999999999998,0.1,0.15,12
cardid69957765,0.728,vitrified,316.0,3.0,under construction,freehold,0.33,1.0,2.0,1.0,395.0,18430.0,15.0,23.0,2.0,,19.104651,72.931782,,vaibhavlaxmi builders,vaibhavlaxmi central park,unfurnished,mumbai,vikhroli east,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,"garden/park, main road",,,0,11.75,10.3,0,,,0,11.9,11.2,0,,,0,,,0,11.75,11.825,10.3,10.75,0
cardid72942691,0.88,"ceramic tiles, granite, normal tiles/kotah stone, vitrified",,,under construction,freehold,0.4,1.0,2.0,1.0,419.0,21002.0,8.0,16.0,3.0,,19.07907,72.907976,,samarth drushti developers,drushti emerald,unfurnished,mumbai,pant nagar,new property,under construction,none of these,north - east,realestateagent,0.00 - 0.99,"garden/park, main road",3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,0.55,0.5,2,,,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9
cardid73160421,2.13,vitrified,1401.0,5.0,under construction,freehold,0.96,2.0,2.0,1.0,846.0,25177.0,25.0,51.0,3.0,1.0,19.180237,72.8554149,3.0,omkar realtors,omkar alta monte,unfurnished,mumbai,siddheshwar nagar,new property,under construction,none of these,east,realestateagent,2.00 - 2.99,"garden/park, pool",1.9333333333333333,0.9,2,,,0,1.1,0.6,5,2.6399999999999997,0.8,2,2.7,0.9,3,0.9,0.9,2,0.9,1.8546666666666667,0.6,0.82,14
cardid71252293,1.15,vitrified,63.0,1.0,under construction,freehold,0.52,2.0,2.0,1.0,520.0,22115.0,23.0,40.0,,,19.050961,72.900978,1.0,nirmal lifestyle,panorama,unfurnished,mumbai,mulund west,new property,under construction,none of these,east,realestateagent,1.00 - 1.99,"garden/park, main road, pool",4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,,,0,,,0,2.26002,4.3637612500000005,0.0001,0.62505,10
cardid72841327,1.08,"granite, vitrified",382.0,1.0,under construction,leasehold,0.49,2.0,2.0,1.0,694.0,15630.0,7.0,53.0,2.0,,19.0656721198219,73.05961185164,5.0,arihant superstructures ltd,arihant clan aalishan,unfurnished,navi mumbai,sector 37 kharghar,new property,under construction,none of these,north - east,realestateagent,1.00 - 1.99,garden/park,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,,,0,,,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2
cardid72425711,2.15,"marble, vitrified",1401.0,5.0,under construction,freehold,0.97,2.0,2.0,1.0,843.0,25504.0,6.0,62.0,3.0,2.0,19.180237,72.8554149,3.0,omkar realtors,omkar alta monte,semi-furnished,mumbai,kurar village,resale,under construction,store,north - east,realestateagent,2.00 - 2.99,"garden/park, main road",1.9333333333333333,0.9,2,,,0,1.1,0.6,5,2.6399999999999997,0.8,2,2.7,0.9,3,0.9,0.9,2,0.9,1.8546666666666667,0.6,0.82,14
cardid63047475,29.0,"ceramic tiles, granite, marble, vitrified",379.0,3.0,under construction,freehold,13.08,6.0,8.0,5.0,3776.0,76801.0,66.0,77.0,10.0,1.0,19.0036486667054,72.8175254882335,14.0,birla estates,birla niyaara,unfurnished,mumbai,worli,new property,under construction,store,west,realestateagent,20.00 and above,"garden/park, main road",1.0,0.6,2,1.75,1.6,2,1.46,0.4,4,21.7,21.7,0,1.1,1.1,1,,,0,1.0,5.402,0.4,5.08,9
cardid69542299,2.9,vitrified,,,under construction,freehold,1.31,2.0,2.0,1.0,662.0,43807.0,2.0,20.0,2.0,,19.0158585103406,72.8295254470428,,,,semi-furnished,mumbai,prabhadevi,new property,under construction,none of these,east,realestateagent,2.00 - 2.99,main road,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0
cardid71645491,0.8,vitrified,92.0,1.0,under construction,freehold,0.36,1.0,2.0,1.0,372.0,21505.0,10.0,22.0,2.0,,19.1137179954172,72.9215428733798,,metro enterprises,metro crown,semi-furnished,mumbai,vikhroli west,new property,under construction,none of these,east,realestateagent,0.00 - 0.99,"garden/park, main road",1.95,1.5,1,,,0,1.8999999999999997,1.7,2,1.325,1.1,4,1.2,1.2,1,,,0,1.2,1.59375,1.1,1.3750000000000002,8
