id,builder,project_name,project_in_acres,location,city,lattitude,longitude,property_type,status,construction,ownership,flat_on_floor,total_floor,furnish,area,bed,bath,balcony,lift,parking,overlooking,facing,flooring,extra_rooms,available_units,towers,costpersqft,emi,price_category,price,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_mean_km,hospital_min_km,hospital_within_2km,tourist_mean_km,tourist_min_km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km,seller
cardid73256987,,,,kopar khairane,navi mumbai,19.1033695651723,73.0121586680414,resale,ready to move,above 20 years,co-operative society,1.0,3.0,unfurnished,420.0,1.0,2.0,,,,,east,,,,,16190.0,0.31,0.00 - 0.99,0.68,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid73257429,,,,chembur east,mumbai,19.09051322937012,72.89801788330078,resale,ready to move,5 to 10 years,co-operative society,11.0,15.0,semi-furnished,2100.0,4.0,3.0,2.0,2.0,1.0,"garden/park, main road",north - east,"vitrified, marble, granite","puja, study, store",,,20476.0,1.94,4.00 - 4.99,4.3,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid68731747,,swastik garden,,thane west,thane,19.216172,72.972294,resale,ready to move,15 to 20 years,,7.0,8.0,semi-furnished,1700.0,4.0,4.0,2.0,1.0,,"garden/park, main road",,vitrified,,,,23353.0,1.79,3.00 - 3.99,3.97,3.8,0.8,1.0,2.35,1.9,3.0,3.46,0.1,3.0,1.9,1.9,4.0,1.9,1.9,2.0,,,,1.9,2.682,0.1,1.3199999999999998,13.0,person
cardid73162409,modispaces real estate,modispaces volga,,borivali west,mumbai,19.2335321,72.839198,resale,ready to move,new construction,,10.0,17.0,unfurnished,618.0,2.0,2.0,,,,main road,east,,,,,36408.0,1.01,2.00 - 2.99,2.25,1.575,1.1,3.0,,,,1.7000000000000002,1.1,3.0,3.3,3.3,0.0,1.7,1.7,1.0,1.3,1.3,1.0,1.3,1.9150000000000005,1.1,1.7,8.0,realestateagent
cardid71914735,shree krishna constructions,swapnalok apartments,2.0,andheri east,mumbai,19.125439569177,72.848305073453,resale,ready to move,15 to 20 years,freehold,1.0,7.0,unfurnished,450.0,1.0,1.0,,1.0,,garden/park,east,"ceramic tiles, marble, marbonite",none of these,84.0,4.0,24444.0,0.5,1.00 - 1.99,1.1,66.35,11.2,0.0,,,,6.94,1.9,1.0,3.76,0.8,4.0,1.4333333333333331,0.7,2.0,,,,1.4333333333333331,19.620833333333334,0.7,3.65,7.0,realestateagent
cardid73218947,,mahalakshmi towers,,new dn nagar,mumbai,19.1327200554249,72.8256623968503,resale,ready to move,less than 5 years,co-operative society,6.0,16.0,furnished,640.0,2.0,2.0,2.0,2.0,1.0,main road,south,marble,none of these,,,39063.0,1.13,2.00 - 2.99,2.5,1.7399999999999998,0.8,3.0,1.9,0.9,1.0,0.82,0.6,5.0,1.0,0.9,2.0,,,,1.075,0.9,4.0,0.82,1.307,0.6,0.8200000000000001,15.0,realestateagent
cardid73209461,,,,sagarli gaon,thane,19.158233642578125,73.07089233398438,new property,ready to move,new construction,freehold,21.0,28.0,unfurnished,634.0,2.0,2.0,2.0,4.0,1.0,"garden/park, pool",east,"vitrified, granite",store,,,9779.0,0.28,0.00 - 0.99,0.62,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid73158847,,sayba residences,,police colony kurla east,mumbai,19.0615645059118,72.880543263673,new property,ready to move,new construction,freehold,8.0,19.0,unfurnished,562.0,2.0,2.0,,3.0,2.0,"garden/park, main road",east,vitrified,none of these,,,22242.0,0.56,1.00 - 1.99,1.25,2.2,2.1,0.0,0.85,0.5,2.0,2.9,2.9,0.0,1.86,1.2,3.0,,,,,,,0.85,1.9525,0.5,1.675,5.0,realestateagent
cardid71591927,,misri heights,,dronagiri,navi mumbai,18.8598511200022,72.9380988664184,resale,ready to move,less than 5 years,freehold,13.0,13.0,semi-furnished,525.0,2.0,2.0,4.0,2.0,1.0,main road,east,,none of these,,,11048.0,0.26,0.00 - 0.99,0.58,1.9666666666666668,1.1,1.0,,,,23.2,23.2,0.0,1.2,1.2,1.0,,,,,,,1.2,8.788888888888888,1.1,8.5,2.0,person
cardid73249577,sethia infrastructure,sethia imperial avenue,1.0,western express highway,mumbai,19.180237,72.8554149,new property,ready to move,new construction,co-operative society,26.0,40.0,furnished,569.0,2.0,2.0,,3.0,1.0,garden/park,east,vitrified,none of these,451.0,1.0,27944.0,0.72,1.00 - 1.99,1.59,1.9333333333333331,0.9,2.0,,,,1.1,0.6,5.0,2.64,0.8,2.0,2.7,0.9,3.0,0.9,0.9,2.0,0.9,1.854666666666667,0.6,0.82,14.0,realestateagent
cardid72199233,,aryan anchal,,chembur,mumbai,19.0537758,72.8990252,resale,ready to move,15 to 20 years,,2.0,7.0,semi-furnished,878.0,2.0,2.0,2.0,,,,,marble,,,,30752.0,1.22,2.00 - 2.99,2.7,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,person
cardid71138631,kabra group,kabra primera,1.0,juhu,mumbai,19.098821,72.8320717,resale,ready to move,new construction,freehold,6.0,19.0,semi-furnished,900.0,3.0,2.0,,2.0,,"garden/park, main road",east,vitrified,,122.0,1.0,55556.0,2.26,5.00 - 5.99,5.0,3.733333333333333,2.7,0.0,5.4,3.3,0.0,1.78,0.2,3.0,6.6,0.2,1.0,,,,,,,1.78,4.378333333333333,0.2,1.6,4.0,person
cardid64112853,newa group,atri tower,,mulund west,mumbai,19.1749536837097,72.943103519999,resale,ready to move,,co-operative society,15.0,21.0,furnished,850.0,2.0,2.0,1.0,2.0,,"garden/park, main road",west,"vitrified, ceramic tiles",,,1.0,24118.0,0.92,2.00 - 2.99,2.05,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,person
cardid71254911,hiranandani group,hiranandani maitri park,6.0,chembur,mumbai,19.0493211072347,72.9048227147921,resale,ready to move,5 to 10 years,freehold,13.0,20.0,semi-furnished,1400.0,3.0,3.0,,3.0,1.0,"garden/park, main road",north - east,vitrified,none of these,274.0,2.0,32142.86,2.03,4.00 - 4.99,4.5,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
cardid73283271,raheja universal,raheja willows,,lokhandwala township kandivali east,mumbai,19.200956,72.875935,resale,ready to move,10 to 15 years,co-operative society,19.0,21.0,semi-furnished,750.0,2.0,2.0,,3.0,1.0,"garden/park, main road, pool",east,vitrified,store,,3.0,25333.0,0.86,1.00 - 1.99,1.9,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid61924061,kavya buildcon pvt. ltd.,dev darshan,,bhandup west,mumbai,19.1443067,72.9358238,resale,ready to move,10 to 15 years,co-operative society,4.0,14.0,unfurnished,720.0,2.0,2.0,4.0,,,"garden/park, main road",west,vitrified,"puja, store",,,21667.0,0.7,1.00 - 1.99,1.56,5.1000000000000005,0.4,1.0,6.0,1.7,1.0,4.4,0.9,1.0,8.15,6.0,0.0,0.7,0.7,1.0,,,,0.7,4.87,0.4,1.94,4.0,person
cardid72846317,evershine builders,evershine millenium paradise,49.0,"thakur village, kandivali east",mumbai,19.210841,72.8755987441594,resale,ready to move,15 to 20 years,co-operative society,6.0,8.0,unfurnished,600.0,2.0,2.0,,2.0,,garden/park,south,vitrified,none of these,3500.0,90.0,29167.0,0.79,1.00 - 1.99,1.75,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid71432771,,,,chandivali,mumbai,19.1104892624542,72.899191014387,resale,ready to move,5 to 10 years,freehold,8.0,22.0,semi-furnished,710.0,2.0,2.0,1.0,4.0,1.0,main road,north,vitrified,none of these,,,28169.0,0.9,2.00 - 2.99,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid73274591,,,,babhai naka,mumbai,19.226466,72.846721,resale,ready to move,15 to 20 years,co-operative society,1.0,7.0,semi-furnished,560.0,2.0,2.0,,1.0,1.0,main road,south,vitrified,none of these,,,31250.0,0.79,1.00 - 1.99,1.75,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid59029065,,cosmos apartment,,santacruz west,mumbai,19.076825,72.83666,new property,ready to move,,freehold,8.0,15.0,unfurnished,2028.0,4.0,5.0,1.0,,,"garden/park, main road",north,marble,"puja, store",18.0,1.0,76430.0,6.99,15.00 - 20.00,15.5,3.725,0.1,2.0,9.2,8.2,0.0,1.24,0.4,4.0,8.866666666666667,8.1,0.0,,,,,,,1.24,5.757916666666667,0.1,4.199999999999999,6.0,realestateagent
cardid73256593,rubberwala group,seventh avenue by rubberwala,,byculla west,mumbai,18.9763051806034,72.8384452613639,new property,under construction,under construction,freehold,5.0,33.0,unfurnished,390.0,1.0,2.0,,7.0,1.0,,east,vitrified,none of these,298.0,1.0,37180.0,0.65,1.00 - 1.99,1.45,1.1800000000000002,0.5,4.0,0.6,0.6,1.0,2.7,2.5,0.0,4.2,1.4,1.0,,,,,,,0.6,2.17,0.5,1.25,6.0,realestateagent
cardid73257949,,,,chembur east,mumbai,19.09051322937012,72.89801025390625,resale,ready to move,5 to 10 years,co-operative society,6.0,15.0,semi-furnished,430.0,1.0,2.0,,2.0,1.0,"garden/park, main road",north - east,"vitrified, marble, granite","puja, store",,,29070.0,0.56,1.00 - 1.99,1.25,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid73248267,mhada group,powai lake heights,2.0,chandivali,mumbai,19.120715,72.89815,resale,ready to move,5 to 10 years,co-operative society,10.0,20.0,furnished,1155.0,3.0,3.0,1.0,2.0,1.0,"garden/park, pool",north,vitrified,"study, store",180.0,3.0,35498.0,1.85,4.00 - 4.99,4.1,54.14000000000001,0.3,3.0,2.6,2.6,0.0,0.6,0.4,3.0,1.25,1.0,2.0,,,,1.1,0.8,2.0,0.6,11.938000000000002,0.3,1.02,10.0,realestateagent
cardid72279645,mahavir developers,kanti regency,,diwanman,palghar,19.38003202,72.82106398,resale,ready to move,5 to 10 years,freehold,15.0,16.0,semi-furnished,418.0,1.0,2.0,3.0,3.0,,garden/park,east,vitrified,store,,,11483.0,0.22,0.00 - 0.99,0.48,15.0,15.0,0.0,,,,7.133333333333333,1.2,2.0,18.7,15.3,0.0,0.6,0.6,1.0,,,,0.6,10.358333333333333,0.6,8.025,3.0,realestateagent
cardid72338003,,silver leaf,,kandivali east,mumbai,19.2050017,72.8692711,resale,ready to move,10 to 15 years,freehold,1.0,16.0,unfurnished,1625.0,3.0,3.0,3.0,,,"garden/park, pool",east,,study,,,19385.0,1.42,3.00 - 3.99,3.15,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,person
cardid71092923,bhoomi group,bhoomi acres,18.0,thane west,thane,19.2083097363891,72.9724465271482,resale,ready to move,5 to 10 years,freehold,6.0,10.0,semi-furnished,750.0,1.0,2.0,,2.0,,garden/park,west,vitrified,,1500.0,16.0,9333.0,0.32,0.00 - 0.99,0.7,3.8,0.8,1.0,2.35,1.9,3.0,3.46,0.1,3.0,1.9,1.9,4.0,1.9,1.9,2.0,,,,1.9,2.682,0.1,1.3199999999999998,13.0,person
cardid72214451,sethia infrastructure,sethia imperial avenue,1.0,malad east,mumbai,19.180237,72.8554149,resale,ready to move,new construction,freehold,31.0,40.0,furnished,330.0,1.0,2.0,,,,garden/park,,,,451.0,1.0,30303.0,0.45,1.00 - 1.99,1.0,1.9333333333333331,0.9,2.0,,,,1.1,0.6,5.0,2.64,0.8,2.0,2.7,0.9,3.0,0.9,0.9,2.0,0.9,1.854666666666667,0.6,0.82,14.0,person
cardid50703108,,,,dadar east,mumbai,19.0135792007831,72.8448295038214,resale,ready to move,above 20 years,co-operative society,3.0,6.0,unfurnished,600.0,1.0,1.0,,,,,east,,,,,36667.0,0.99,2.00 - 2.99,2.2,,,,,,,,,,,,,,,,,,,,,,,0.0,person
cardid68829225,rna group,rna regency park,3.0,kandivali west,mumbai,19.207669,72.833345,resale,ready to move,10 to 15 years,freehold,2.0,8.0,semi-furnished,772.0,2.0,2.0,,,,garden/park,north,vitrified,puja,450.0,14.0,22021.0,0.77,1.00 - 1.99,1.7,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid73283989,acme housing and glomore constructions,oasis,1.0,lokhandwala township kandivali east,mumbai,19.200165,72.868551,resale,ready to move,10 to 15 years,freehold,29.0,36.0,unfurnished,1015.0,3.0,3.0,,3.0,1.0,"garden/park, main road, pool",east,vitrified,store,413.0,2.0,21675.0,0.99,2.00 - 2.99,2.2,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid73323109,akar realty,akar pinnacle,1.0,borivali east,mumbai,19.2228253,72.8577956,resale,ready to move,less than 5 years,freehold,4.0,7.0,semi-furnished,740.0,2.0,2.0,,1.0,1.0,main road,east,vitrified,none of these,144.0,1.0,22973.0,0.77,1.00 - 1.99,1.7,4.866666666666666,1.4,1.0,3.0667000000000004,0.0001,2.0,4.0,2.0,1.0,7.0,5.7,0.0,1.633333333333333,0.7,2.0,,,,1.633333333333333,4.113339999999999,0.0001,1.96002,6.0,realestateagent
cardid71592531,ekta world,ekta tripolis,1.1246,goregaon west,mumbai,19.1630920855215,72.8398088005091,resale,ready to move,new construction,leasehold,12.0,28.0,unfurnished,1084.0,3.0,3.0,1.0,,,garden/park,east,vitrified,none of these,475.0,3.0,33210.0,1.62,3.00 - 3.99,3.6,4.866666666666666,0.6,1.0,8.7,7.6,0.0,2.08,0.1,4.0,4.66,1.7,2.0,0.3,0.1,3.0,,,,0.3,4.121333333333333,0.1,2.02,10.0,realestateagent
cardid73223751,lak and hanware realty llp,the residency,,andheri west,mumbai,19.1327200554249,72.8256623968503,resale,ready to move,less than 5 years,,7.0,16.0,semi-furnished,369.0,1.0,1.0,2.0,,,,,,,140.0,1.0,29268.0,0.49,1.00 - 1.99,1.08,1.7399999999999998,0.8,3.0,1.9,0.9,1.0,0.82,0.6,5.0,1.0,0.9,2.0,,,,1.075,0.9,4.0,0.82,1.307,0.6,0.8200000000000001,15.0,person
cardid73215259,ghp group,powai vihar complex,10.0,powai,mumbai,19.1179611751539,72.9023774234891,resale,ready to move,5 to 10 years,freehold,5.0,7.0,unfurnished,900.0,3.0,3.0,,2.0,2.0,main road,north - east,,none of these,216.0,8.0,23889.0,0.97,2.00 - 2.99,2.15,54.14000000000001,0.3,3.0,2.6,2.6,0.0,0.6,0.4,3.0,1.25,1.0,2.0,,,,1.1,0.8,2.0,0.6,11.938000000000002,0.3,1.02,10.0,realestateagent
cardid67840101,kalpataru ltd.,kalpataru sparkle,3.0,bandra east,mumbai,19.062055421515,72.8541362644682,resale,ready to move,5 to 10 years,freehold,5.0,18.0,semi-furnished,1283.0,3.0,3.0,3.0,,,"garden/park, main road, pool",west,,puja,95.0,3.0,58457.0,3.38,7.00 - 7.99,7.5,0.98,0.1,5.0,1.65,1.6,2.0,2.8400000000000003,1.2,2.0,2.8400000000000003,0.1,3.0,0.7,0.7,1.0,,,,0.7,1.802,0.1,0.74,13.0,realestateagent
cardid73215005,nahar group,nahar amrit shakti,125.0,chandivali,mumbai,19.1077728874082,72.8972340250706,resale,ready to move,5 to 10 years,co-operative society,17.0,22.0,semi-furnished,1000.0,3.0,2.0,1.0,3.0,1.0,garden/park,west,vitrified,store,510.0,40.0,30000.0,1.35,3.00 - 3.99,3.0,3.6,3.2,0.0,,,,1.4,0.2,2.0,3.8,3.8,0.0,,,,,,,1.4,2.9333333333333336,0.2,2.4,2.0,realestateagent
cardid73183093,oberoi realty ltd.,oberoi sky city,27.0,rajendra nagar,mumbai,19.2272619069866,72.8634397272398,resale,ready to move,new construction,freehold,22.0,62.0,unfurnished,1075.0,3.0,3.0,,6.0,2.0,"garden/park, main road, pool",east,"granite, marble, vitrified",none of these,361.0,8.0,42326.0,2.05,4.00 - 4.99,4.55,4.866666666666666,1.4,1.0,3.0667000000000004,0.0001,2.0,4.0,2.0,1.0,7.0,5.7,0.0,1.633333333333333,0.7,2.0,,,,1.633333333333333,4.113339999999999,0.0001,1.96002,6.0,realestateagent
cardid73320971,adityaraj group,suyog signature,0.211,tagore nagar,mumbai,19.11623,72.93205,resale,ready to move,5 to 10 years,co-operative society,7.0,22.0,unfurnished,505.0,2.0,2.0,,3.0,1.0,"garden/park, main road",east,vitrified,none of these,110.0,1.0,22772.0,0.52,1.00 - 1.99,1.15,,,,11.75,10.3,0.0,,,,11.9,11.2,0.0,,,,,,,11.75,11.825,10.3,10.75,0.0,realestateagent
cardid72854617,,,,palghar west,palghar,19.691778,72.771066,resale,ready to move,less than 5 years,co-operative society,1.0,4.0,semi-furnished,422.0,1.0,2.0,3.0,1.0,,"garden/park, main road",east,vitrified,,,,4739.0,0.09,0.00 - 0.99,0.2,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid73243335,,trishabh signet,,chembur east,mumbai,19.0611638862632,72.8948410560158,new property,ready to move,less than 5 years,freehold,11.0,12.0,unfurnished,1355.0,4.0,3.0,,2.0,3.0,main road,north - east,"ceramic tiles, granite, marble, normal tiles/kotah stone, vitrified",none of these,,,33250.0,2.03,4.00 - 4.99,4.5,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
cardid73270433,reliable group,sadanand classic,,khar west,mumbai,19.0699335919407,72.8363080829478,resale,ready to move,above 20 years,freehold,0.0,6.0,unfurnished,700.0,2.0,2.0,,,,garden/park,east,,store,,,42857.0,1.35,3.00 - 3.99,3.0,6.166666666666667,0.6,1.0,,,,1.8,0.1,3.0,4.85,4.2,0.0,0.7,0.6,2.0,,,,0.7,3.3791666666666664,0.1,1.375,6.0,realestateagent
cardid73314919,sk developers,sk spring field,1.0,kandivali west,mumbai,19.210297,72.8200366,resale,ready to move,above 20 years,freehold,1.0,7.0,unfurnished,401.0,1.0,2.0,1.0,,,"garden/park, main road",south,,,45.0,1.0,21696.0,0.39,0.00 - 0.99,0.87,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid73318805,,,,,thane,,,resale,ready to move,5 to 10 years,freehold,7.0,15.0,semi-furnished,580.0,1.0,1.0,2.0,,,main road,east,,puja,,,24138.0,0.63,1.00 - 1.99,1.4,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid69288905,housing development & infrastructure ltd.,premier exotica,5.0,kurla west,mumbai,19.080454,72.888326,new property,ready to move,new construction,freehold,3.0,12.0,semi-furnished,800.0,2.0,2.0,3.0,,,garden/park,north - west,,store,756.0,9.0,18750.0,0.68,1.00 - 1.99,1.5,4.533333333333333,0.7,1.0,,,,1.72,0.6,3.0,2.74,0.6,4.0,,,,,,0.0,1.72,2.997777777777777,0.6,0.6333333333333333,8.0,realestateagent
cardid73198559,strawberry construction,strawberry onyx,2.0,beverly park,thane,19.2829267647424,72.8627883689306,resale,ready to move,less than 5 years,freehold,12.0,14.0,unfurnished,599.0,2.0,2.0,4.0,2.0,,garden/park,east,vitrified,store,,1.0,16194.0,0.44,0.00 - 0.99,0.97,10.2,10.2,0.0,1.4,1.4,1.0,6.5,1.7,1.0,13.166666666666666,10.7,0.0,0.9,0.9,1.0,,,,0.9,6.433333333333333,0.9,4.98,3.0,realestateagent
cardid73311241,hiranandani group,hiranandani fortune city,250.0,panvel,navi mumbai,18.9894007,73.1175162,new property,ready to move,new construction,freehold,18.0,36.0,unfurnished,1707.0,3.0,3.0,2.0,5.0,1.0,"garden/park, main road",east,vitrified,none of these,1200.0,20.0,14000.0,1.08,2.00 - 2.99,2.38,1.54,1.1,5.0,0.45,0.4,2.0,2.96,0.4,3.0,16.849999999999998,7.8,0.0,1.3,1.3,1.0,,,,0.45,4.619999999999999,0.4,2.2,11.0,realestateagent
cardid73219301,,arham vardham,,chembur,mumbai,19.0459181155422,72.8975231581492,resale,ready to move,new construction,freehold,6.0,14.0,unfurnished,770.0,2.0,3.0,,,,main road,north,,puja,,,33117.0,1.15,2.00 - 2.99,2.55,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
cardid24476177,,,,mahavir nagar kandivali west,mumbai,19.2135242057782,72.8409438235301,new property,ready to move,15 to 20 years,,7.0,12.0,furnished,760.0,2.0,2.0,,,,"garden/park, main road",west,,store,,,31579.0,1.08,2.00 - 2.99,2.4,,,,,,,,,,,,,,,,,,,,,,,0.0,person
cardid72789251,antariksh realtors pvt. ltd.,kalpana,,santacruz west,mumbai,19.0812559812257,72.8376604906028,resale,ready to move,above 20 years,,0.0,5.0,furnished,440.0,1.0,2.0,,,,,,,,,,45455.0,0.9,2.00 - 2.99,2.0,3.725,0.1,2.0,9.2,8.2,0.0,1.24,0.4,4.0,8.866666666666667,8.1,0.0,,,,,,,1.24,5.757916666666667,0.1,4.199999999999999,6.0,person
cardid73334453,,shiv chintan apartment,,airoli,navi mumbai,19.1617925,72.9876521,resale,ready to move,15 to 20 years,,2.0,4.0,semi-furnished,540.0,2.0,2.0,,,,,,,,,,20370.0,0.5,1.00 - 1.99,1.1,1.675,0.2,2.0,0.75,0.7,2.0,1.35,1.2,2.0,1.05,0.8,4.0,,,,0.6,0.6,1.0,0.6,1.085,0.2,0.7,11.0,person
cardid72672027,,,,,mumbai,,,resale,ready to move,less than 5 years,freehold,10.0,12.0,unfurnished,609.0,2.0,2.0,1.0,,,garden/park,north,,,,,31527.0,0.87,1.00 - 1.99,1.92,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid72546565,,,,veera desai road,mumbai,19.1351760790232,72.8376185784447,resale,ready to move,above 20 years,,1.0,7.0,unfurnished,430.0,1.0,1.0,,,,,,,,,,27907.0,0.54,1.00 - 1.99,1.2,,,,,,,,,,,,,,,,,,,,,,,0.0,person
cardid71991143,v laxmi estate developers private limited,v laxmi queens park,,chembur east,mumbai,19.0611638862632,72.8948410560158,new property,under construction,under construction,freehold,8.0,16.0,unfurnished,500.0,1.0,2.0,,2.0,1.0,"garden/park, pool",north - east,vitrified,none of these,137.0,2.0,20000.0,0.45,1.00 - 1.99,1.0,,,,,,,0.95,0.7,2.0,,,,,,,,,,0.95,0.95,0.7,0.7,2.0,realestateagent
cardid73284631,lokhandwala group,fountain heights,1.0,lokhandwala township kandivali east,mumbai,19.1998983806115,72.875790991372,resale,ready to move,5 to 10 years,freehold,8.0,20.0,unfurnished,1040.0,3.0,3.0,,3.0,1.0,"garden/park, main road, pool",east,vitrified,store,179.0,2.0,24038.0,1.13,2.00 - 2.99,2.5,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid72991927,,montreal tower,,shastri nagar andheri west,mumbai,19.1382798,72.8261523,resale,ready to move,15 to 20 years,freehold,6.0,25.0,unfurnished,750.0,2.0,2.0,,,,"garden/park, main road",east,,,,,39333.0,1.33,2.00 - 2.99,2.95,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid73196707,supreme universal,lake homes,50.0,powai,mumbai,19.1196773,72.9050809,resale,ready to move,5 to 10 years,freehold,10.0,22.0,unfurnished,900.0,2.0,2.0,1.0,2.0,1.0,garden/park,north - east,"granite, vitrified",none of these,2000.0,22.0,23889.0,0.97,2.00 - 2.99,2.15,54.14000000000001,0.3,3.0,2.6,2.6,0.0,0.6,0.4,3.0,1.25,1.0,2.0,,,,1.1,0.8,2.0,0.6,11.938000000000002,0.3,1.02,10.0,realestateagent
cardid73199629,,,,vartak nagar,thane,19.2123022683298,72.9624750800907,resale,ready to move,15 to 20 years,co-operative society,16.0,30.0,semi-furnished,700.0,2.0,2.0,1.0,1.0,1.0,"garden/park, main road",east,vitrified,,,,22143.0,0.7,1.00 - 1.99,1.55,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid73265149,samarth development corporation,samarth aangan,2.0,oshiwara,mumbai,19.15038469,72.82855247,resale,ready to move,10 to 15 years,co-operative society,1.0,18.0,semi-furnished,1150.0,3.0,3.0,2.0,2.0,1.0,"garden/park, main road, pool",west,marble,"study, store",144.0,4.0,39130.0,2.03,4.00 - 4.99,4.5,1.7399999999999998,0.8,3.0,1.9,0.9,1.0,0.82,0.6,5.0,1.0,0.9,2.0,,,,1.075,0.9,4.0,0.82,1.307,0.6,0.8200000000000001,15.0,realestateagent
cardid73329959,viceroy properties,viceroy savana,2.0,"thakur village, kandivali east",mumbai,19.2050017,72.8692711,resale,under construction,under construction,freehold,34.0,40.0,unfurnished,820.0,2.0,2.0,1.0,4.0,1.0,"garden/park, main road, pool",east,"vitrified, wooden",none of these,274.0,2.0,39512.0,1.46,3.00 - 3.99,3.24,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid72304209,a k developer,swapna bhumi building,1.0,dadar west,mumbai,19.0179322,72.8377363,resale,ready to move,10 to 15 years,freehold,3.0,7.0,unfurnished,525.0,2.0,2.0,,1.0,,main road,west,"vitrified, marble, granite",store,42.0,2.0,48571.0,1.15,2.00 - 2.99,2.55,4.3,0.3,4.0,,,,0.26,0.1,5.0,0.1,0.1,1.0,0.75,0.1,2.0,,,,0.1,1.3524999999999998,0.1,0.15,12.0,person
cardid73256933,,,,chembur east,mumbai,19.09087181091309,72.89879608154297,resale,ready to move,5 to 10 years,co-operative society,14.0,15.0,unfurnished,800.0,2.0,2.0,,2.0,1.0,"garden/park, main road",north - west,"vitrified, marble, granite","puja, store",,,16875.0,0.61,1.00 - 1.99,1.35,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid73307571,orient combine,orient regency,,tilak nagar chembur,mumbai,19.0459181155422,72.8975231581492,new property,under construction,under construction,freehold,8.0,16.0,unfurnished,611.0,2.0,2.0,,2.0,1.0,,east,vitrified,none of these,,,24557.0,0.68,1.00 - 1.99,1.5,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
