id,builder,project_name,project_in_acres,location,city,lattitude,longitude,property_type,status,construction,ownership,flat_on_floor,total_floor,furnish,area,bed,bath,balcony,lift,parking,overlooking,facing,flooring,extra_rooms,available_units,towers,costpersqft,emi,price_category,price,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_mean_km,hospital_min_km,hospital_within_2km,tourist_mean_km,tourist_min_km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km,seller
cardid69429251,raymond realty,tenx habitat raymond realty,1.3006,pokhran road,thane,19.20777713,72.96747907,new property,under construction,under construction,,,,unfurnished,635.0,2.0,2.0,,4.0,1.0,,,vitrified,,1512.0,10.0,28346.0,0.81,1.00 - 1.99,1.8,1.8333333333333333,1.2,2.0,5.05,3.0,0.0,2.25,2.1,0.0,,,,,,,,,,1.8333333333333333,3.0444444444444443,1.2,2.1,2.0,organization
cardid69427147,paradise group,paradise sai world empire,17.0,kharghar,navi mumbai,19.08060457,73.07393855,new property,under construction,under construction,,,,unfurnished,1905.0,3.0,3.0,,4.0,1.0,,,"vitrified, wooden, ceramic tiles",,810.0,6.0,12441.0,1.07,2.00 - 2.99,2.37,3.04,1.1,1.0,2.76,1.9,1.0,4.12,2.3,0.0,6.0,2.3,0.0,,,,,,,2.76,3.98,1.1,1.9,2.0,realestateagent
cardid71764335,n rose developers pvt. ltd.,northern hills,1.0,dahisar east,mumbai,19.24877774,72.86379288,new property,under construction,under construction,,,,unfurnished,623.0,2.0,2.0,,2.0,1.0,,,,,412.0,2.0,28892.0,0.81,1.00 - 1.99,1.8,7.525,0.8,2.0,10.266666666666666,0.2,2.0,5.38,0.2,4.0,18.5,18.4,0.0,,,,,,,5.38,10.417916666666668,0.2,4.9,8.0,organization
cardid71631505,avant group,avant heritage v,1.0,jogeshwari east,mumbai,19.13870425,72.85996367,new property,under construction,under construction,,,23.0,unfurnished,702.0,2.0,2.0,,,,,,vitrified,,339.0,1.0,23500.0,0.74,1.00 - 1.99,1.64,,,,,,,,,,,,,,,,,,,,,,,0.0,organization
cardid72558997,mj shah,centrionx,2.0,govandi,mumbai,19.0553080482794,72.9228495020468,new property,under construction,under construction,,,,unfurnished,608.0,1.0,2.0,,3.0,1.0,,,vitrified,,174.0,1.0,20724.0,0.57,1.00 - 1.99,1.26,2.06,1.2,3.0,1.2,1.2,1.0,3.85,2.3,0.0,,,,,,,,,,1.2,2.37,1.2,1.5666666666666664,4.0,organization
cardid71157137,progressive group,progressive prive,0.7413,ulwe,navi mumbai,18.98125891,73.03124307,new property,ready to move,,,,10.0,unfurnished,770.0,2.0,2.0,,3.0,,,,"vitrified, wooden, ceramic tiles",,35.0,1.0,16003.0,0.56,1.00 - 1.99,1.23,5.35,3.3,0.0,4.4,4.4,0.0,7.366666666666667,4.4,0.0,11.2,4.8,0.0,,,0.0,,,,4.4,7.079166666666668,3.3,4.2250000000000005,0.0,organization
cardid71393503,vishesh group,balaji symphony,9.0,panvel,navi mumbai,19.00278852,73.13349188,new property,under construction,under construction,,,,unfurnished,849.0,3.0,1.0,,1.0,2.0,,,"mosaic, vitrified, wooden, marble",,950.0,16.0,11777.0,0.45,1.00 - 1.99,1.0,1.54,1.1,5.0,0.45,0.4,2.0,2.96,0.4,3.0,16.849999999999998,7.8,0.0,1.3,1.3,1.0,,,,0.45,4.619999999999999,0.4,2.2,11.0,organization
cardid71830489,gagangiri construction,aerovista,,andheri east,mumbai,19.10880306,72.85552701,new property,under construction,under construction,,,13.0,unfurnished,370.0,1.0,2.0,,2.0,,,,vitrified,,107.0,1.0,28108.0,0.47,1.00 - 1.99,1.04,66.35,11.2,0.0,,,,6.94,1.9,1.0,3.76,0.8,4.0,1.4333333333333331,0.7,2.0,,,,1.4333333333333331,19.620833333333334,0.7,3.65,7.0,organization
cardid71954433,jp infra realty pvt ltd,the palace tower,2.0,vinay nagar,thane,19.27923118,72.88752793,new property,under construction,under construction,,,40.0,unfurnished,578.0,2.0,2.0,,,,,,"vitrified, marble",,1313.0,2.0,19896.0,0.52,1.00 - 1.99,1.15,1.475,0.5,3.0,3.55,2.5,0.0,3.9,3.9,0.0,7.18,1.3,1.0,,,,,,,1.475,4.02625,0.5,2.0500000000000003,4.0,organization
cardid71079531,aakruti enterprises,om priyadarshani,0.2298,ghatkopar east,mumbai,19.07907,72.907976,new property,under construction,under construction,,,16.0,unfurnished,607.0,2.0,3.0,,3.0,,,,vitrified,,118.0,1.0,24217.0,0.66,1.00 - 1.99,1.47,3.88,0.6,3.0,3.35,0.8,1.0,0.4666666666666666,0.2,3.0,7.925,3.1,0.0,0.55,0.5,2.0,,,,0.4666666666666666,3.2343333333333333,0.2,1.04,9.0,organization
cardid70938587,adhiraj constructions,adhiraj capital city tower meraki,2.2239,kharghar,navi mumbai,19.08256911,73.08055798,new property,under construction,under construction,,,47.0,unfurnished,680.0,2.0,2.0,,4.0,,,,vitrified,,300.0,3.0,17081.0,0.52,1.00 - 1.99,1.16,3.04,1.1,1.0,2.76,1.9,1.0,4.12,2.3,0.0,6.0,2.3,0.0,,,,,,,2.76,3.98,1.1,1.9,2.0,organization
cardid71736607,abhinav realtors,av pride,1.0,nala sopara west,palghar,19.42876348,72.80897426,new property,under construction,under construction,,,19.0,unfurnished,362.0,1.0,2.0,,2.0,,,,,,307.0,2.0,9113.0,0.15,0.00 - 0.99,0.33,,,,5.3,5.3,0.0,3.5500000000000003,2.7,0.0,31.83333333333333,25.8,0.0,3.6,3.6,0.0,0.8,0.8,1.0,0.8,9.016666666666666,0.8,7.639999999999999,1.0,organization
cardid72167973,ashapura realtors,samarth aura,0.9998,bhandup west,mumbai,19.15608564,72.94130268,new property,under construction,under construction,,,20.0,semi-furnished,623.0,2.0,2.0,,2.0,,,,,,168.0,1.0,22311.0,0.63,1.00 - 1.99,1.39,5.1000000000000005,0.4,1.0,6.0,1.7,1.0,4.4,0.9,1.0,8.15,6.0,0.0,0.7,0.7,1.0,,,,0.7,4.87,0.4,1.94,4.0,organization
cardid71715475,s m hitech developers,sm jewel,2.1503,taloja,navi mumbai,19.08563233,73.11055595,new property,under construction,under construction,,,,unfurnished,840.0,3.0,3.0,,2.0,,,,vitrified,,109.0,1.0,7286.0,0.28,0.00 - 0.99,0.612,3.9,2.8,0.0,3.06,1.2,1.0,7.959999999999999,6.6,0.0,12.65,12.4,0.0,,,,,,,3.06,6.8925,1.2,5.75,1.0,realestateagent
cardid71696137,drushti group,drushti sapphire,0.6926,ghatkopar east,mumbai,19.08508539,72.91351664,new property,under construction,under construction,,13.0,17.0,unfurnished,637.0,2.0,2.0,,2.0,1.0,,,vitrified,,95.0,4.0,27630.0,0.79,1.00 - 1.99,1.76,3.88,0.6,3.0,3.35,0.8,1.0,0.4666666666666666,0.2,3.0,7.925,3.1,0.0,0.55,0.5,2.0,,,,0.4666666666666666,3.2343333333333333,0.2,1.04,9.0,realestateagent
cardid72744229,ashwin sheth group and emami group,sheth montana,7.0,mulund west,mumbai,19.1749536837097,72.943103519999,new property,under construction,under construction,,,45.0,unfurnished,594.0,2.0,2.0,,,,,,,,385.0,3.0,25758.0,0.69,1.00 - 1.99,1.53,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,organization
cardid71424313,atul projects,atul horizon,1.0,bhandup,mumbai,19.14871992,72.94278085,new property,under construction,under construction,,,20.0,unfurnished,630.0,2.0,2.0,,,1.0,,,,,287.0,4.0,21111.0,0.6,1.00 - 1.99,1.33,0.6000000000000001,0.4,2.0,0.8,0.8,1.0,2.4666666666666663,0.6,1.0,2.7,0.6,2.0,1.3,1.3,1.0,,,,0.6000000000000001,1.5733333333333333,0.4,0.74,7.0,organization
cardid71990651,kalpataru ltd.,kalpataru park riviera,2.0,panvel,navi mumbai,18.97802107,73.11548427,new property,under construction,under construction,,,47.0,unfurnished,680.0,2.0,2.0,,,,,,vitrified,,501.0,4.0,16635.0,0.51,1.00 - 1.99,1.13,1.54,1.1,5.0,0.45,0.4,2.0,2.96,0.4,3.0,16.849999999999998,7.8,0.0,1.3,1.3,1.0,,,,0.45,4.619999999999999,0.4,2.2,11.0,organization
cardid72280591,hiranandani group,hiranandani golden willows,11.0,panvel,navi mumbai,18.91369074,73.19588896,new property,under construction,under construction,,,38.0,unfurnished,492.0,1.0,2.0,,,,,,vitrified,,,3.0,20325.0,0.45,1.00 - 1.99,1.0,1.54,1.1,5.0,0.45,0.4,2.0,2.96,0.4,3.0,16.849999999999998,7.8,0.0,1.3,1.3,1.0,,,,0.45,4.619999999999999,0.4,2.2,11.0,organization
cardid72561037,shantee homes,muktangan residency,0.2768,dahisar east,mumbai,19.25164844363007,72.86199988078452,new property,under construction,under construction,,,,semi-furnished,410.0,1.0,1.0,,,1.0,,,vitrified,,50.0,1.0,25122.0,0.46,1.00 - 1.99,1.03,7.525,0.8,2.0,10.266666666666666,0.2,2.0,5.38,0.2,4.0,18.5,18.4,0.0,,,,,,,5.38,10.417916666666668,0.2,4.9,8.0,organization
cardid71061851,hubtown ltd.,hubtown seasons,10.0,chembur,mumbai,19.0459181155422,72.8975231581492,new property,under construction,under construction,,,15.0,unfurnished,752.0,2.0,2.0,,,,,,vitrified,,298.0,5.0,35372.0,1.2,2.00 - 2.99,2.66,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,organization
cardid71153661,ms keytech,om mayuresh,,mulund east,mumbai,19.16430018,72.95466732,new property,under construction,under construction,,,,semi-furnished,452.0,1.0,2.0,,2.0,,,,,,64.0,1.0,25027.0,0.51,1.00 - 1.99,1.13,7.966666666666668,1.6,1.0,,,,7.5,3.8,0.0,11.066666666666668,9.4,0.0,,,,,,,7.5,8.844444444444447,1.6,4.933333333333334,1.0,organization
cardid72576717,runwal group,runwal avenue,0.3049,kanjurmarg east,mumbai,19.1303464798827,72.934955451681,new property,under construction,under construction,,,,unfurnished,424.0,1.0,2.0,1.0,,,,,,,248.0,6.0,27830.0,0.53,1.00 - 1.99,1.18,15.9,15.4,0.0,1.4,1.4,1.0,15.7,15.7,0.0,,,,,,,,,,1.4,11.0,1.4,10.833333333333334,1.0,realestateagent
cardid72813831,raj realty group,raj heritage 2,,mira road east,thane,19.282975,72.873618,new property,under construction,under construction,,,,unfurnished,599.0,2.0,2.0,,,,,,,,,,16444.0,0.44,0.00 - 0.99,0.985,,,,,,0.0,0.9,0.9,1.0,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,realestateagent
cardid72742181,shree salasar sahakar,shree ram krishna garden,,mira road east,thane,19.282975,72.873618,new property,under construction,under construction,,,,unfurnished,400.0,1.0,2.0,1.0,,,,,,,,,15750.0,0.28,0.00 - 0.99,0.63,,,,,,0.0,0.9,0.9,1.0,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,realestateagent
cardid72916511,mahindra lifespace developers ltd.,mahindra vista,3.0,kandivali east,mumbai,19.2004841,72.87492736,new property,under construction,under construction,,,,unfurnished,756.0,2.0,2.0,1.0,,,,,,,601.0,3.0,27661.0,0.94,2.00 - 2.99,2.09,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid72803431,ajmera realty & infra india ltd.,ajmera greenfinity,25.0,wadala east,mumbai,19.015415,72.860149,new property,ready to move,,,,,unfurnished,473.0,2.0,2.0,,,,,,,,172.0,2.0,27850.0,0.59,1.00 - 1.99,1.31,1.0333333333333334,0.8,3.0,0.8666666666666667,0.3,3.0,3.9333333333333336,2.1,0.0,3.4,2.7,0.0,,,,,,,0.8666666666666667,2.3083333333333336,0.3,1.475,6.0,realestateagent
cardid72628879,raj realty group,raj heritage 2,,mira road east,thane,19.282975,72.873618,new property,under construction,under construction,,,,unfurnished,432.0,1.0,2.0,2.0,,,,,,,,,15771.0,0.31,0.00 - 0.99,0.6809999999999999,,,,,,0.0,0.9,0.9,1.0,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,realestateagent
cardid72879043,sunteck realty ltd.,sunteck city avenue 1,4.0,goregaon west,mumbai,19.1629924,72.8393019,new property,ready to move,less than 5 years,,,,unfurnished,905.0,2.0,2.0,3.0,,,,,,,432.0,3.0,37516.0,1.53,3.00 - 3.99,3.39,4.866666666666666,0.6,1.0,8.7,7.6,0.0,2.08,0.1,4.0,4.66,1.7,2.0,0.3,0.1,3.0,,,,0.3,4.121333333333333,0.1,2.02,10.0,realestateagent
cardid72878211,shreeji sharan group of companies,building no 18 the gateway,,kandivali west,mumbai,19.2101312179652,72.8305011930765,new property,under construction,under construction,,,,unfurnished,689.0,2.0,2.0,,,,,,,,,,24383.0,0.76,1.00 - 1.99,1.68,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid72729527,godrej properties,godrej rks,2.0,chembur,mumbai,19.0327996,72.8963568,new property,,less than 5 years,,,,unfurnished,561.0,2.0,2.0,1.0,,,,,,,147.0,3.0,61453.0,1.55,3.00 - 3.99,3.44,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
cardid72863647,bhairav smile infraprojects,ocean breeze,,kandivali west,mumbai,19.2101312179652,72.8305011930765,new property,under construction,under construction,,,,unfurnished,423.0,1.0,2.0,,,,,,,,,,18440.0,0.35,0.00 - 0.99,0.78,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid72836975,mahindra lifespace developers ltd.,mahindra happinest palghar 2,3.0,palghar,palghar,19.7019886,72.7747325,new property,under construction,under construction,,,,unfurnished,391.0,1.0,1.0,,,,,,,,485.0,4.0,6138.0,0.11,0.00 - 0.99,0.24,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,realestateagent
cardid72506591,arkade group,arkade nest,12.0,mulund west,mumbai,19.1749536837097,72.943103519999,new property,under construction,under construction,,,,unfurnished,745.0,2.0,3.0,1.0,,,,,,,60.0,3.0,27919.0,0.94,2.00 - 2.99,2.08,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid72470183,jp infra realty pvt ltd,codename starlife,,bhayandar east,thane,19.3096844760714,72.8623193046283,new property,under construction,under construction,,,,unfurnished,530.0,2.0,2.0,3.0,,,,,,,,,16792.0,0.4,0.00 - 0.99,0.89,19.75,1.6,1.0,13.233333333333334,0.6,2.0,37.3,37.3,0.0,37.4,33.7,0.0,,,,0.6,0.6,1.0,0.6,21.656666666666663,0.6,14.76,4.0,realestateagent
cardid72741147,darvesh group,darvesh horizon,3.0,dahisar east,mumbai,19.2530390003417,72.8684258373265,new property,under construction,under construction,,,,unfurnished,509.0,1.0,2.0,3.0,,,,,,,360.0,5.0,13750.0,0.32,0.00 - 0.99,0.7,7.525,0.8,2.0,10.266666666666666,0.2,2.0,5.38,0.2,4.0,18.5,18.4,0.0,,,,,,,5.38,10.417916666666668,0.2,4.9,8.0,realestateagent
cardid72863543,lodha group,lodha bellevue,2.0,byculla,mumbai,18.9763051806034,72.8384452613639,new property,under construction,under construction,,,,unfurnished,1111.0,3.0,3.0,1.0,,,,,,,450.0,2.0,61000.0,3.06,6.00 - 6.99,6.77,1.1800000000000002,0.5,4.0,0.6,0.6,1.0,2.7,2.5,0.0,4.2,1.4,1.0,,,,,,,0.6,2.17,0.5,1.25,6.0,realestateagent
cardid72594953,meraki habitats llp,one meraki,5.0,chembur,mumbai,19.04861686,72.90787005,new property,ready to move,less than 5 years,,,,unfurnished,1221.0,3.0,2.0,1.0,,,,,,,284.0,5.0,40541.0,2.23,4.00 - 4.99,4.95,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
cardid72534377,paradise group,sai world city,8.0,panvel,navi mumbai,18.9894007,73.1175162,new property,under construction,under construction,,,,unfurnished,1122.0,3.0,2.0,2.0,,,,,,,728.0,4.0,14260.0,0.72,1.00 - 1.99,1.6,1.54,1.1,5.0,0.45,0.4,2.0,2.96,0.4,3.0,16.849999999999998,7.8,0.0,1.3,1.3,1.0,,,,0.45,4.619999999999999,0.4,2.2,11.0,realestateagent
cardid72568373,l&t realty,centrona,2.0,ghatkopar east,mumbai,19.07907,72.907976,new property,under construction,under construction,,,,unfurnished,430.0,1.0,1.0,1.0,,,,,,,231.0,4.0,28372.0,0.55,1.00 - 1.99,1.22,3.88,0.6,3.0,3.35,0.8,1.0,0.4666666666666666,0.2,3.0,7.925,3.1,0.0,0.55,0.5,2.0,,,,0.4666666666666666,3.2343333333333333,0.2,1.04,9.0,realestateagent
cardid72491905,dotom realty,sapphire dotom isle,,malad west,mumbai,19.1940346300819,72.8257561606587,new property,,new construction,,,,unfurnished,572.0,2.0,2.0,,2.0,,"garden/park, main road",,vitrified,,114.0,1.0,24126.0,0.62,1.00 - 1.99,1.38,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72889267,hiranandani group,hiranandani fortune city,250.0,panvel,navi mumbai,18.9894007,73.1175162,new property,under construction,under construction,,,,unfurnished,1630.0,4.0,4.0,3.0,,,,,,,1200.0,20.0,16994.0,1.25,2.00 - 2.99,2.77,1.54,1.1,5.0,0.45,0.4,2.0,2.96,0.4,3.0,16.849999999999998,7.8,0.0,1.3,1.3,1.0,,,,0.45,4.619999999999999,0.4,2.2,11.0,realestateagent
cardid72459371,kalpataru ltd.,kalpataru vivant,6.0,jogeshwari vikhroli link road,mumbai,19.13713827,72.86249879,new property,under construction,under construction,,,,unfurnished,992.0,3.0,2.0,,,,,,,,1000.0,11.0,28353.0,1.27,2.00 - 2.99,2.81,2.5,2.3,0.0,4.25,4.2,0.0,4.15,4.0,0.0,3.94,1.6,1.0,,,,,,,2.5,3.71,1.6,3.025,1.0,realestateagent
cardid72838261,virendra hiraalal doshi,siddharth nagar goodwill chsl,,goregaon west,mumbai,19.1630920855215,72.8398088005091,new property,under construction,under construction,,,,unfurnished,695.0,2.0,2.0,,,,,,,,,,24029.0,0.75,1.00 - 1.99,1.67,4.866666666666666,0.6,1.0,8.7,7.6,0.0,2.08,0.1,4.0,4.66,1.7,2.0,0.3,0.1,3.0,,,,0.3,4.121333333333333,0.1,2.02,10.0,realestateagent
cardid72736869,raymond realty,tenx habitat raymond realty,1.3006,pokhran road,thane,19.20777713,72.96747907,new property,under construction,under construction,,,,unfurnished,565.0,2.0,2.0,1.0,,,,,,,1512.0,10.0,26372.0,0.67,1.00 - 1.99,1.49,1.8333333333333333,1.2,2.0,5.05,3.0,0.0,2.25,2.1,0.0,,,,,,,,,,1.8333333333333333,3.0444444444444443,1.2,2.1,2.0,realestateagent
cardid72780597,silver lifespace private limited,silver serene,0.3998,goregaon west,mumbai,19.1630920855215,72.8398088005091,new property,under construction,under construction,,,,unfurnished,745.0,2.0,2.0,,,,,,,,160.0,1.0,30674.0,1.03,2.00 - 2.99,2.28,4.866666666666666,0.6,1.0,8.7,7.6,0.0,2.08,0.1,4.0,4.66,1.7,2.0,0.3,0.1,3.0,,,,0.3,4.121333333333333,0.1,2.02,10.0,realestateagent
cardid72508911,today global,codename bellevue kharghar,9.0,kharghar,navi mumbai,19.0656721198219,73.05961185164,new property,under construction,under construction,,,,unfurnished,429.0,1.0,1.0,1.0,,,,,,,100.0,9.0,13287.0,0.26,0.00 - 0.99,0.57,3.04,1.1,1.0,2.76,1.9,1.0,4.12,2.3,0.0,6.0,2.3,0.0,,,,,,,2.76,3.98,1.1,1.9,2.0,realestateagent
cardid72878761,ajmera realty & infra india ltd.,ajmera eden,,ghatkopar east,mumbai,19.07907,72.907976,new property,under construction,under construction,,,,unfurnished,1898.0,4.0,4.0,1.0,,,,,,,98.0,2.0,33772.0,2.89,6.00 - 6.99,6.41,3.88,0.6,3.0,3.35,0.8,1.0,0.4666666666666666,0.2,3.0,7.925,3.1,0.0,0.55,0.5,2.0,,,,0.4666666666666666,3.2343333333333333,0.2,1.04,9.0,realestateagent
cardid72457585,raheja universal,raheja solaris,68.0,juinagar,navi mumbai,19.0494545088161,73.0153394878658,new property,under construction,under construction,,,,unfurnished,1225.0,3.0,3.0,3.0,,,,,,,100.0,6.0,23673.0,1.31,2.00 - 2.99,2.9,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid72729073,kalpataru ltd.,kalpataru elitus,4.0,mulund west,mumbai,19.17002236,72.93810568,new property,under construction,under construction,,,,unfurnished,1056.0,3.0,3.0,,,,,,,,587.0,3.0,26900.0,1.28,2.00 - 2.99,2.84,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid72732061,tridhaatu realty,tridhaatu aranya,4.0,chembur,mumbai,19.0459181155422,72.8975231581492,new property,under construction,under construction,,,,unfurnished,1681.0,3.0,3.0,,,,,,,,106.0,2.0,28823.0,2.19,4.00 - 4.99,4.84,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
cardid72674109,ruparel realty,ruparel stardom,4.0,malad west,mumbai,19.1940346300819,72.8257561606587,new property,under construction,under construction,,,,unfurnished,683.0,2.0,2.0,,,,,,,,300.0,1.0,29136.0,0.9,1.00 - 1.99,1.99,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72727949,ruparel realty,ruparel stardom,4.0,malad west,mumbai,19.1940346300819,72.8257561606587,new property,under construction,under construction,,,,unfurnished,683.0,2.0,2.0,1.0,,,,,,,300.0,1.0,29136.0,0.9,1.00 - 1.99,1.99,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72692797,ashwin sheth group,sheth edmont,2.0,kandivali west,mumbai,19.2101312179652,72.8305011930765,new property,under construction,under construction,,,,unfurnished,769.0,2.0,2.0,1.0,,,,,,,260.0,1.0,29857.0,1.04,2.00 - 2.99,2.29,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid72864913,roha realty,roha eva aria,,chembur east,mumbai,19.0611638862632,72.8948410560158,new property,under construction,under construction,,,,unfurnished,392.0,1.0,2.0,1.0,,,,,,,,,30612.0,0.54,1.00 - 1.99,1.2,,,,,,,0.95,0.7,2.0,,,,,,,,,,0.95,0.95,0.7,0.7,2.0,realestateagent
cardid72601849,lodha group,lodha amara,40.0,kolshet road,thane,19.2321621,72.9873688,new property,under construction,under construction,,,,unfurnished,666.0,2.0,2.0,1.0,,,,,,,,,19369.0,0.58,1.00 - 1.99,1.29,2.14,0.4,3.0,,,,1.525,0.7,3.0,,,,,,,,,,1.525,1.8325,0.4,0.55,6.0,realestateagent
cardid72781529,lodha group,lodha amara,40.0,kolshet road,thane,19.2321621,72.9873688,new property,under construction,under construction,,,,unfurnished,446.0,1.0,1.0,,,,,,,,,,19058.0,0.38,0.00 - 0.99,0.85,2.14,0.4,3.0,,,,1.525,0.7,3.0,,,,,,,,,,1.525,1.8325,0.4,0.55,6.0,realestateagent
cardid72827923,mahindra lifespace developers ltd.,mahindra vista,3.0,kandivali east,mumbai,19.2004841,72.87492736,new property,under construction,under construction,,,,unfurnished,601.0,2.0,2.0,1.0,,,,,,,601.0,3.0,28286.0,0.77,1.00 - 1.99,1.7,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid72517465,l&t realty,island cove,2.0,mahim,mumbai,19.0388120275329,72.8419652875755,new property,under construction,under construction,,,,unfurnished,695.0,2.0,2.0,1.0,,,,,,,350.0,2.0,38993.0,1.22,2.00 - 2.99,2.71,2.4333333333333336,0.4,1.0,1.3333333333333333,0.5,2.0,4.65,2.1,0.0,4.033333333333333,3.5,0.0,0.8,0.8,1.0,,,,0.8,2.6500000000000004,0.4,1.46,4.0,realestateagent
cardid72884147,kabra group,kabra garnet,0.6469,malad west,mumbai,19.1940346300819,72.8257561606587,new property,under construction,under construction,,,,unfurnished,515.0,2.0,2.0,,,,,,,,68.0,1.0,28996.0,0.67,1.00 - 1.99,1.49,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72730183,shreeji group,shreeji eternity,,malad west,mumbai,19.1940346300819,72.8257561606587,new property,under construction,under construction,,,,unfurnished,540.0,2.0,2.0,,,,,,,,,,29444.0,0.72,1.00 - 1.99,1.59,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72793591,gauri land developers llp,gauri excellency nx,,kandivali west,mumbai,19.2101312179652,72.8305011930765,new property,under construction,under construction,,,,unfurnished,613.0,1.0,1.0,,,,,,,,,,23491.0,0.65,1.00 - 1.99,1.44,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid72664419,shreeji group,shreeji eternity,,malad west,mumbai,19.1940346300819,72.8257561606587,new property,under construction,under construction,,,,unfurnished,540.0,2.0,2.0,2.0,,,,,,,,,29444.0,0.72,1.00 - 1.99,1.59,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,realestateagent
cardid72646787,l&t realty,rejuve 360,6.0,mulund west,mumbai,19.1749536837097,72.943103519999,new property,under construction,under construction,,,,unfurnished,750.0,2.0,2.0,1.0,,,,,,,320.0,5.0,31467.0,1.06,2.00 - 2.99,2.36,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
